location,total_sqft,bath,balcony,bhk,price
Sarjapur  Road,1300.0,2.0,2.0,3.0,70.0
Electronic City,1100.0,2.0,2.0,2.0,45.0
Doddathoguru,1030.0,2.0,2.0,2.0,42.0
Vittasandra,2105.0,2.0,1.0,2.0,70.2
Bhoganhalli,1700.0,3.0,2.0,3.0,126.0
Jakkur,1760.0,3.0,2.0,3.0,139.0
1st Stage Indira Nagar,1400.0,2.0,1.0,2.0,67.0
Srigandada Kaval,1200.0,2.0,0.0,2.0,53.0
Bannerghatta Road,912.0,2.0,1.0,2.0,55.0
Whitefield,1102.0,2.0,1.0,2.0,48.0
Channasandra Layout,1535.0,3.0,1.0,3.0,55.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Jigani,918.0,2.0,2.0,2.0,63.2
Begur Road,1500.0,2.0,3.0,3.0,70.0
Mathikere Extension,3000.0,3.0,0.0,3.0,250.0
Kasavanhalli,1476.0,3.0,0.0,3.0,89.0
Mysore Road,1200.0,2.0,3.0,2.0,65.0
Vijayanagar,606.0,1.0,0.0,1.0,34.78
Viswajit Layout,1100.0,2.0,3.0,2.0,61.0
Garudachar Palya,1295.0,2.0,1.0,3.0,59.5
Neeladri Nagar,527.0,1.0,0.0,1.0,26.0
OMBR Layout,1300.0,2.0,2.0,2.0,80.0
Adityanagar,1260.0,1.0,0.0,1.0,41.0
Koramangala,1140.0,2.0,1.0,2.0,75.2
Whitefield,2321.0,4.0,1.0,3.0,128.0
Sarjapur  Road,1390.0,2.0,2.0,2.0,62.0
Sarjapur  Road,1725.0,3.0,3.0,3.0,90.0
Hebbal,3067.0,4.0,1.0,4.0,310.0
Hennur Road,1186.0,2.0,1.0,3.0,63.0
Kanakpura Road,1230.0,2.0,1.0,2.0,85.0
 Mysore Highway,600.0,1.0,1.0,1.0,17.0
Yeshwanthpur,1313.0,3.0,1.0,3.0,96.0
TC Palaya,900.0,2.0,0.0,2.0,55.0
Ambalipura,1250.0,2.0,2.0,2.0,66.25
Binny Pete,660.0,1.0,1.0,1.0,54.0
Basavangudi,1036.0,2.0,2.0,2.0,105.0
Koramangala,2700.0,4.0,3.0,4.0,450.0
Old Madras Road,1100.0,2.0,1.0,2.0,70.0
Electronics City Phase 1,1015.0,2.0,1.0,2.0,56.0
Gottigere,812.0,1.0,0.0,1.0,26.0
Narayana Nagar 1st Block,1360.0,2.0,2.0,3.0,65.0
Nehru Nagar,2167.0,3.0,3.0,3.0,170.0
Raja Rajeshwari Nagar,1200.0,2.0,1.0,2.0,35.0
Gopalkrishna Nagar,1165.0,2.0,2.0,2.0,75.0
BTM 2nd Stage,1274.0,2.0,2.0,2.0,70.0
Raja Rajeshwari Nagar,1151.0,2.0,2.0,2.0,39.02
Thubarahalli,1626.0,2.0,2.0,3.0,120.0
Banashankari Stage V,1035.0,2.0,2.0,2.0,35.77
Jeevan bima nagar,965.0,2.0,1.0,2.0,45.0
Kothannur,1070.0,2.0,1.0,2.0,42.79
Raja Rajeshwari Nagar,1570.0,2.0,2.0,3.0,65.0
Volagerekallahalli,1053.0,2.0,2.0,2.0,38.0
Keerthi Layout,780.0,2.0,2.0,2.0,25.0
Ganga Nagar Extension,1000.0,2.0,1.0,3.0,65.0
9th Phase JP Nagar,1200.0,3.0,2.0,4.0,188.0
5th Phase JP Nagar,1700.0,2.0,3.0,3.0,100.0
Haralur Road,1850.0,3.0,0.0,3.0,110.0
Kereguddadahalli,904.0,2.0,1.0,2.0,30.0
Shikaripalya,1121.0,2.0,1.0,2.0,43.72
7th Phase JP Nagar,1385.0,2.0,2.0,3.0,58.17
Sahakara Nagar,1270.0,2.0,1.0,2.0,69.85
Kanakpura Road,1450.0,3.0,3.0,3.0,56.0
Huttanahalli,2400.0,4.0,2.0,3.0,325.0
Mahadevpura,730.0,1.0,1.0,1.0,35.0
Raja Rajeshwari Nagar,1580.0,3.0,3.0,3.0,53.56
Thanisandra,1111.0,2.0,1.0,2.0,50.0
Kengeri,1125.0,2.0,1.0,4.0,88.0
Varthur,977.0,2.0,2.0,2.0,36.0
Gunjur Palya,674.0,1.0,1.0,2.0,19.9
Nagarbhavi,600.0,3.0,1.0,3.0,83.0
Sarjapur,2540.0,4.0,1.0,4.0,115.0
Jakkur,1290.0,2.0,1.0,2.0,100.0
Kumaraswami Layout,600.0,3.0,1.0,3.0,98.0
Abbigere,795.0,2.0,1.0,2.0,32.54
Kanakpura Road,700.0,1.0,1.0,2.0,35.0
Ambedkar Colony,1463.0,1.0,1.0,2.0,142.0
Vijayanagar,1000.0,3.0,0.0,3.0,140.0
Reliable Woods Layout,1306.0,2.0,2.0,3.0,58.0
4th T block Jayanagar,2401.0,3.0,2.0,3.0,185.0
Bommenahalli,1670.0,3.0,0.0,4.0,135.0
Jayanagar,1875.0,2.0,3.0,3.0,235.0
Marsur,1200.0,3.0,1.0,3.0,90.0
Dodda Nekkundi,1804.0,3.0,2.0,3.0,121.0
1st Phase JP Nagar,2065.0,4.0,1.0,3.0,210.0
Hoskote,1225.0,3.0,1.0,3.0,40.0
Thanisandra,1185.5,2.0,0.0,2.0,58.68
Bellandur,900.0,2.0,2.0,2.0,56.0
Binny Pete,1350.0,2.0,1.0,2.0,91.0
Kaggalipura,700.0,1.0,0.0,1.0,36.0
Mysore Road,1005.0,2.0,0.0,2.0,35.175
Poorna Pragna Layout,1160.0,2.0,1.0,2.0,46.39
Hennur Road,1680.0,3.0,0.0,3.0,99.27
LB Shastri Nagar,1043.0,2.0,2.0,2.0,55.0
Hebbal,1040.0,2.0,2.0,2.0,46.0
Tindlu,1357.0,2.0,2.0,3.0,65.0
Vibhutipura Extension,1225.0,2.0,2.0,2.0,47.0
Yelachenahalli,1130.0,2.0,2.0,2.0,40.0
Basavangudi,2500.0,4.0,1.0,4.0,150.0
Sultan Palaya,1700.0,3.0,3.0,3.0,120.0
Doddathoguru,1549.0,3.0,2.0,3.0,65.0
Yeshwanthpur,1400.0,2.0,2.0,2.0,100.0
Dodda Nekkundi,1080.0,2.0,2.0,2.0,50.0
Ulsoor,1180.0,2.0,2.0,2.0,100.0
Domlur,1800.0,3.0,2.0,3.0,150.0
Haralur Road,1225.0,2.0,1.0,2.0,67.38
Chandra Layout,890.0,1.0,1.0,1.0,75.0
Abbigere,1005.0,2.0,1.0,2.0,39.59
Whitefield,1320.0,2.0,1.0,2.0,95.0
Anandapura,1475.0,2.0,1.0,4.0,50.0
Kudlu Gate,1707.0,3.0,0.0,3.0,99.745
Hagadur,1110.0,2.0,2.0,2.0,51.0
Popular Colony,1300.0,2.0,0.0,2.0,54.0
Vajarahalli,600.0,3.0,1.0,5.0,86.0
Electronic City,1128.0,2.0,1.0,2.0,65.35
Jakkur,1452.19,2.0,1.0,2.0,100.0
8th block Koramangala,2400.0,3.0,2.0,3.0,290.0
Banashankari,2600.0,4.0,1.0,3.0,135.0
Sarakki Nagar,2500.0,4.0,2.0,3.0,325.0
Sanjay nagar,630.0,1.0,1.0,2.0,35.0
Hosa Road,1243.0,2.0,2.0,2.0,48.5
Soundarya Layout,960.0,2.0,2.0,2.0,32.0
"Banashankari 6th Stage ,Subramanyapura",1690.0,3.0,2.0,3.0,100.0
Whitefield,735.0,2.0,1.0,2.0,35.0
Banaswadi,1365.0,2.0,2.0,2.0,73.0
Rajaji Nagar,2849.0,5.0,0.0,5.0,300.0
Hebbal,1420.0,2.0,1.0,2.0,99.39
Somasundara Palya,1570.0,3.0,3.0,3.0,68.0
Bisuvanahalli,850.0,1.0,1.0,2.0,32.0
7th Phase JP Nagar,1575.0,2.0,2.0,3.0,110.0
Thigalarapalya,1418.0,2.0,2.0,2.0,104.0
Uttarahalli,1050.0,2.0,1.0,2.0,42.0
Hennur Road,1065.0,2.0,1.0,2.0,42.6
Ulsoor,1340.0,3.0,0.0,3.0,90.0
Yelahanka New Town,1610.0,3.0,2.0,3.0,92.0
Electronic City Phase II,1160.0,2.0,1.0,2.0,33.5
Kudlu,1092.0,2.0,2.0,2.0,44.0
Parappana Agrahara,1194.0,2.0,2.0,2.0,47.0
Yelahanka,1455.0,3.0,1.0,3.0,61.5
Abbigere,734.0,1.0,0.0,1.0,19.82
Samethanahalli,799.0,2.0,1.0,2.0,38.0
Whitefield,1896.0,3.0,1.0,3.0,75.0
Ardendale,1100.0,2.0,1.0,2.0,48.0
Bellandur,1350.0,2.0,1.0,2.0,79.0
Amarjyothi Colony,1355.0,3.0,1.0,3.0,61.0
Electronic City,1128.0,2.0,1.0,2.0,65.0
Pattanagere,1350.0,2.0,0.0,2.0,90.0
Cunningham Road,3875.0,3.0,2.0,3.0,864.0
Kasavanhalli,1493.0,3.0,2.0,3.0,82.0
8th Phase JP Nagar,1098.0,2.0,1.0,2.0,43.91
Banashankari,1900.0,2.0,1.0,3.0,170.0
Dollars Layout,1460.0,3.0,2.0,3.0,88.0
Frazer Town,2350.0,4.0,3.0,3.0,285.0
Varthur,1091.0,2.0,1.0,2.0,32.0
Yelahanka,1180.0,2.0,3.0,2.0,42.0
Kanakpura Road,1366.0,3.0,1.0,2.0,76.85
RMV Extension,1685.0,3.0,2.0,3.0,95.0
Koramangala,1260.0,2.0,3.0,2.0,100.0
Whitefield,3010.0,3.0,2.0,3.0,200.0
Mallasandra,1200.0,2.0,0.0,2.0,130.0
Whitefield,1346.0,2.0,1.0,2.0,96.17
Sarjapur  Road,1476.0,3.0,0.0,3.0,98.94
7th Phase JP Nagar,1850.0,3.0,2.0,3.0,140.0
Frazer Town,2350.0,2.0,0.0,5.0,423.0
Electronic City,755.0,1.0,1.0,2.0,34.0
Parappana Agrahara,1194.0,2.0,2.0,2.0,46.0
Whitefield,3850.0,5.0,0.0,3.0,316.0
Kurubarahalli,800.0,1.0,0.0,1.0,52.0
Rachenahalli,2250.0,3.0,1.0,3.0,195.0
Vijayanagar,1352.0,2.0,2.0,2.0,68.0
Thanisandra,2002.0,3.0,2.0,3.0,112.0
Kaval Byrasandra,1060.0,2.0,2.0,2.0,45.0
Kanakpura Road,1419.59,2.0,1.0,3.0,59.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,51.15
Electronic City,1220.0,2.0,2.0,3.0,35.24
Electronics City Phase 1,1595.0,3.0,2.0,3.0,75.0
Banashankari,1260.0,2.0,3.0,2.0,75.0
Hebbal,1100.0,2.0,2.0,2.0,47.0
Frazer Town,1550.0,2.0,2.0,2.0,140.0
ISRO Layout,1180.0,2.0,3.0,2.0,52.0
Akshaya Nagar,1662.0,3.0,2.0,3.0,85.0
Hennur,1285.0,2.0,1.0,2.0,60.0
Ambedkar Nagar,1862.0,3.0,2.0,3.0,119.0
Raja Rajeshwari Nagar,1419.0,2.0,2.0,2.0,48.0
Whitefield,1410.0,3.0,2.0,3.0,43.71
Raja Rajeshwari Nagar,1560.0,2.0,2.0,3.0,62.4
Thanisandra,1634.0,3.0,3.0,3.0,78.0
Whitefield,1150.0,2.0,3.0,3.0,44.0
Ashirvad Colony,1100.0,2.0,0.0,2.0,53.0
Yelahanka,1616.0,3.0,1.0,3.0,65.0
Nagavarapalya,1392.0,2.0,1.0,2.0,99.0
Jakkur,1798.0,3.0,1.0,3.0,120.0
Babusapalaya,1675.0,3.0,3.0,3.0,75.0
Bhuvaneswari Nagar,792.0,2.0,1.0,2.0,70.0
Varanasi,2000.0,4.0,1.0,5.0,103.0
Hebbal,1700.0,3.0,2.0,3.0,124.0
Hulimavu,1248.0,2.0,1.0,2.0,69.0
Kalkere,1147.0,2.0,1.0,2.0,54.0
Sultan Palaya,1100.0,2.0,2.0,2.0,40.0
Vijayanagar,1527.0,3.0,2.0,3.0,115.0
Shantiniketan Layout,2400.0,5.0,2.0,5.0,235.0
Kanakpura Road,525.0,1.0,1.0,1.0,25.0
Kaggadasapura,1100.0,2.0,3.0,2.0,58.0
Seegehalli,1118.0,2.0,2.0,2.0,37.5
Kanakapura,1476.0,3.0,1.0,3.0,75.0
Gopal Reddy Layout,2100.0,3.0,1.0,3.0,75.0
Roopena Agrahara,1215.0,2.0,2.0,3.0,46.5
Ambalipura,1332.0,2.0,1.0,2.0,79.0
Hennur Road,1350.0,2.0,3.0,2.0,49.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
NGR Layout,1105.0,2.0,2.0,2.0,49.73
Padmanabhanagar,1500.0,2.0,1.0,3.0,200.0
Kasavanhalli,1200.0,2.0,2.0,2.0,50.0
Ramagondanahalli,1251.0,2.0,1.0,2.0,47.4
Kambipura,883.0,2.0,1.0,2.0,45.0
Pai Layout,1400.0,2.0,3.0,3.0,67.0
Rajaji Nagar,1800.0,3.0,3.0,3.0,260.0
Hegde Nagar,1703.0,3.0,2.0,3.0,113.0
NRI Layout,2500.0,5.0,3.0,5.0,130.0
Varthur,1250.0,3.0,0.0,3.0,71.0
Jigani,933.0,2.0,2.0,2.0,43.0
sankeswari,461.82,1.0,1.0,1.0,31.7
Brookefield,1262.0,2.0,1.0,2.0,75.0
Yelahanka,915.0,2.0,2.0,2.0,48.0
Panathur,1370.0,2.0,2.0,3.0,61.5
Malleshpalya,1210.0,2.0,3.0,2.0,55.0
Kodihalli,2392.0,4.0,2.0,3.0,260.0
T c palya,1500.0,2.0,0.0,3.0,85.0
Govindraja Nagar,1065.0,2.0,3.0,2.0,50.0
Rajaji Nagar,3100.0,4.0,2.0,4.0,570.0
Ramamurthy Nagar,1515.0,3.0,3.0,3.0,65.0
Thanisandra,1445.0,2.0,3.0,3.0,40.31
Uttarahalli,1300.0,2.0,1.0,3.0,55.0
Vijayanagar,989.0,2.0,0.0,2.0,60.0
Jakkur,1300.0,2.0,1.0,2.0,85.0
Chandapura,1185.0,2.0,2.0,3.0,30.22
Battarahalli,1350.0,3.0,1.0,5.0,110.0
Marathahalli,1045.0,2.0,3.0,2.0,60.0
Virat Nagar,1205.0,2.0,2.0,2.0,42.18
Chennammanakere Achukattu,1260.0,2.0,1.0,2.0,75.0
Ulsoor,1500.0,2.0,2.0,3.0,125.0
Bommanahalli,1250.0,2.0,2.0,3.0,42.5
"Maragondana Halli, kr puram, old madras road",1199.0,2.0,2.0,2.0,50.0
Hennur Road,1385.0,2.0,1.0,2.0,83.09
Lakshminarayana Pura,1149.0,2.0,1.0,2.0,75.0
Sarjapur  Road,2180.0,3.0,2.0,3.0,170.0
Hulimavu,1818.0,3.0,1.0,3.0,135.0
Volagerekallahalli,1070.0,2.0,2.0,2.0,33.0
Rajaji Nagar,1640.0,3.0,2.0,3.0,241.0
Nagarbhavi,1350.0,2.0,2.0,3.0,54.6
Chandapura,630.0,1.0,1.0,2.0,27.0
Hoodi,1430.0,2.0,2.0,2.0,113.0
Nagavara,2430.0,4.0,3.0,3.0,180.0
Sarjapur  Road,1084.0,2.0,3.0,2.0,55.0
Hennur Road,1186.0,2.0,1.0,3.0,56.0
Kengeri,1255.0,2.0,2.0,2.0,50.0
Haralur Road,3400.0,5.0,3.0,4.0,240.0
Hosa Road,1541.0,3.0,1.0,3.0,69.84
Iblur Village,3596.0,5.0,1.0,4.0,282.0
Raja Rajeshwari Nagar,1295.0,2.0,2.0,2.0,70.0
Sanjeevini Nagar,2820.0,3.0,0.0,3.0,285.0
7th Phase JP Nagar,1370.0,2.0,2.0,3.0,54.79
Electronic City,1100.0,2.0,1.0,2.0,40.0
Rajaji Nagar,1370.0,2.0,1.0,2.0,170.0
7th Phase JP Nagar,1370.0,2.0,1.0,3.0,54.79
JP Nagar,1200.0,2.0,2.0,2.0,62.0
Gunjur,2000.0,3.0,0.0,4.0,95.0
9th Phase JP Nagar,3500.0,4.0,0.0,4.0,300.0
Kengeri,2400.0,5.0,2.0,4.0,253.0
Sarjapur  Road,1220.0,3.0,2.0,3.0,62.0
Kanakapura Road,1950.0,3.0,2.0,3.0,130.0
Somasundara Palya,1178.0,2.0,3.0,2.0,73.0
Dasanapura,1286.0,3.0,2.0,3.0,61.44
Begur Road,1160.0,2.0,2.0,2.0,42.0
Jigani,918.0,2.0,2.0,2.0,55.0
Electronic City,1563.0,3.0,2.0,3.0,91.84
Govindpura,1326.0,2.0,1.0,2.0,62.17
3rd Block Jayanagar,1350.0,2.0,2.0,3.0,140.0
Begur Road,1240.0,2.0,2.0,2.0,39.06
Kaggadasapura,1325.0,2.0,2.0,2.0,50.0
Sonnenahalli,1100.0,2.0,1.0,2.0,44.0
Cunningham Road,3875.0,3.0,2.0,3.0,800.0
Gollarapalya Hosahalli,1605.0,3.0,2.0,3.0,50.0
Somasundara Palya,1260.0,2.0,1.0,2.0,60.0
Hoodi,1553.0,3.0,2.0,3.0,83.09
Whitefield,1280.0,2.0,2.0,2.0,52.0
Hebbal,1550.0,2.0,2.0,3.0,75.0
Arekere,1445.0,2.0,2.0,3.0,125.0
Murugeshpalya,1550.0,3.0,2.0,3.0,74.0
Electronics City Phase 1,1515.0,2.0,1.0,3.0,80.91
Hosa Road,1332.0,2.0,1.0,3.0,86.12
Electronic City,1652.0,3.0,2.0,3.0,70.0
Hegde Nagar,1570.0,3.0,1.0,3.0,105.0
Sector 2 HSR Layout,794.0,1.0,1.0,1.0,60.0
Seegehalli,1200.0,2.0,0.0,3.0,62.0
7th Phase JP Nagar,3600.0,3.0,2.0,4.0,410.0
Hosakerehalli,1200.0,3.0,2.0,3.0,175.0
JP Nagar,1650.0,3.0,1.0,4.0,220.0
Chandra Layout,600.0,2.0,1.0,4.0,85.0
HRBR Layout,2800.0,3.0,2.0,3.0,250.0
Sarjapur  Road,1750.0,3.0,2.0,3.0,110.0
Hebbal,1053.0,2.0,1.0,2.0,48.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
Kadubeesanahalli,1665.0,3.0,3.0,3.0,70.0
Bommasandra,1447.0,3.0,2.0,3.0,80.0
Balagere,1012.0,2.0,1.0,2.0,75.0
Malleshpalya,1900.0,3.0,2.0,3.0,60.0
Narayanapura,1308.0,2.0,2.0,2.0,92.66
Green Glen Layout,3250.0,4.0,0.0,4.0,230.0
Hormavu,1351.0,2.0,1.0,1.0,53.0
Gunjur,1140.0,2.0,2.0,2.0,49.11
Jakkur,3181.0,4.0,0.0,4.0,260.5
Uttarahalli,1250.0,2.0,1.0,3.0,55.0
Kanakapura,1290.0,3.0,3.0,3.0,45.15
Ambedkar Nagar,1424.0,2.0,2.0,2.0,90.0
Garudachar Palya,1320.0,2.0,2.0,3.0,60.6
Akshaya Nagar,1662.0,3.0,2.0,3.0,85.5
Begur Road,1200.0,2.0,2.0,2.0,45.0
Koramangala,1975.0,3.0,0.0,3.0,210.0
Garudachar Palya,1295.0,2.0,2.0,3.0,59.5
Battarahalli,1777.0,3.0,2.0,3.0,100.0
Kadugodi,1900.0,3.0,0.0,3.0,108.0
Anandapura,1576.0,3.0,2.0,3.0,59.1
Sompura,1020.0,2.0,3.0,2.0,41.0
Green Domain Layout,2100.0,3.0,3.0,3.0,170.0
Raja Rajeshwari Nagar,648.0,1.0,1.0,1.0,31.75
Neeladri Nagar,1167.0,2.0,1.0,3.0,38.0
Hoodi,1220.0,2.0,2.0,2.0,50.89
Kogilu,2350.0,5.0,1.0,3.0,327.0
Vittasandra,1259.0,2.0,1.0,2.0,67.4
Gottigere,2000.0,4.0,2.0,4.0,82.0
8th Phase JP Nagar,1800.0,3.0,1.0,3.0,80.0
Cleveland Town,1991.0,3.0,2.0,3.0,160.0
Bannerghatta,1665.0,3.0,3.0,3.0,110.0
"Hoodi Circle, ",1234.0,2.0,1.0,2.0,61.0
Mysore Road,1340.0,2.0,2.0,3.0,64.31
Banashankari,1170.0,2.0,2.0,2.0,46.79
Electronics City Phase 1,995.0,2.0,0.0,2.0,46.0
Old Airport Road,1075.0,2.0,2.0,2.0,60.0
Electronic City,1025.0,2.0,1.0,2.0,54.5
Rachenahalli,2721.0,3.0,2.0,3.0,113.0
Thanisandra,2000.0,3.0,2.0,3.0,99.0
Whitefield,2500.0,4.0,3.0,4.0,155.0
Mallasandra,1325.0,2.0,2.0,2.0,70.0
Kadugodi,1314.0,2.0,3.0,2.0,68.2
Kanakpura Road,2265.0,3.0,2.0,3.0,136.0
Yelahanka,1026.0,2.0,1.0,2.0,41.0
Syndicate Bank Colony,1200.0,3.0,2.0,3.0,66.0
Kada Agrahara,2220.0,4.0,2.0,3.0,65.0
KR Puram,1192.5,2.0,0.0,2.0,51.22
Hebbal,1420.0,2.0,1.0,2.0,99.39
JP Nagar,1300.0,2.0,1.0,2.0,90.87
Rajaji Nagar,1216.0,2.0,0.0,2.0,97.16
"Off Sarjapur road, ",3000.0,4.0,3.0,4.0,342.0
Begur,1559.0,3.0,2.0,3.0,63.0
Harlur,1290.0,2.0,1.0,2.0,87.0
M C Layout,2400.0,6.0,0.0,6.0,245.0
Whitefield,905.0,1.0,1.0,1.0,55.0
Nanjappa Layout,1069.0,2.0,0.0,2.0,55.0
Sarjapura - Attibele Road,829.0,2.0,1.0,2.0,22.8
Koramangala,1900.0,2.0,1.0,2.0,200.0
Sarjapur  Road,1300.0,3.0,2.0,3.0,60.0
Channasandra,1115.0,2.0,1.0,2.0,33.45
Rajaji Nagar,2409.0,3.0,2.0,3.0,360.0
Ambedkar Nagar,2150.0,4.0,2.0,3.0,125.0
Marathahalli,1305.0,2.0,1.0,3.0,69.0
Kanakpura Road,1252.0,2.0,1.0,2.0,56.32
Hosakerehalli,2400.0,5.0,0.0,5.0,250.0
Whitefield,1200.0,2.0,1.0,2.0,46.13
Koramangala,1750.0,3.0,1.0,3.0,130.0
Electronic City Phase II,545.0,1.0,1.0,2.0,35.0
BEL Layout,1375.0,2.0,1.0,2.0,105.0
Subramanyapura,1313.0,2.0,2.0,2.0,66.5
Attibele,3640.0,4.0,1.0,4.0,275.0
Akshayanagara East,1693.0,3.0,2.0,3.0,108.0
JCR Layout,1160.0,2.0,1.0,2.0,41.75
Sri Kanteshwara Nagar,1200.0,3.0,0.0,3.0,200.0
Subramanyapura,1255.0,2.0,2.0,3.0,79.0
Bellari Road,900.0,2.0,1.0,2.0,45.0
Yelahanka New Town,1700.0,3.0,2.0,3.0,90.0
Indira Nagar,1875.0,3.0,1.0,3.0,180.0
Uttarahalli,1700.0,3.0,2.0,3.0,88.0
Harlur,1749.0,3.0,2.0,3.0,115.0
Dasanapura,1500.0,3.0,1.0,2.0,65.0
Varanasi,1175.0,2.0,1.0,2.0,48.0
Akshaya Nagar,1280.0,2.0,1.0,2.0,60.0
Abbaiah Reddy Layout,1200.0,2.0,2.0,2.0,50.0
Ramagondanahalli,1610.0,2.0,2.0,3.0,115.0
Electronic City,1070.0,2.0,1.0,2.0,46.0
TC Palaya,1200.0,2.0,0.0,2.0,66.0
9th Phase JP Nagar,1127.0,2.0,1.0,2.0,50.0
Indira Nagar,1210.0,2.0,1.0,2.0,102.0
Jyothi Nagar,600.0,2.0,1.0,2.0,23.0
Tata Nagar,1364.0,2.0,2.0,2.0,70.0
Whitefield,2268.0,3.0,0.0,4.0,146.0
RK Layout 2nd Stage,1150.0,2.0,2.0,3.0,77.5
Tirumanahalli,1146.0,2.0,1.0,2.0,39.5
Magadi Road,1345.0,2.0,2.0,2.0,55.0
Mylasandra,1110.0,2.0,2.0,2.0,41.0
Kengeri,750.0,2.0,1.0,2.0,36.0
Motappa Layout,1156.0,2.0,2.0,2.0,49.5
Pattandur Agrahara,1247.0,2.0,1.0,2.0,59.8
Mangammanapalya,1058.0,2.0,2.0,2.0,60.0
Kaggalipura,950.0,2.0,1.0,2.0,48.0
Vasanthapura,420.0,2.0,0.0,2.0,35.0
BTM 1st Stage,600.0,2.0,2.0,4.0,90.0
Vijayanagar,1520.0,2.0,1.0,3.0,103.0
Marathahalli,1215.0,2.0,2.0,2.0,58.86
Raghuvanahalli,900.0,1.0,1.0,1.0,30.0
Hennur Road,2350.0,3.0,2.0,3.0,174.0
Thanisandra,1050.0,2.0,2.0,2.0,46.0
 Devarabeesana Halli,1672.0,3.0,2.0,3.0,150.0
Laggere,2800.0,5.0,2.0,5.0,125.0
MCECHS  layout,1500.0,2.0,2.0,3.0,65.0
Geddalahalli,1400.0,2.0,2.0,2.0,65.0
8th Phase JP Nagar,2700.0,4.0,2.0,4.0,130.0
Bommasandra,920.0,2.0,1.0,2.0,37.46
Sarjapur  Road,1200.0,3.0,2.0,3.0,70.0
Brindavan Nagar,1250.0,3.0,2.0,3.0,139.0
Cooke Town,2043.0,6.0,0.0,5.0,375.0
HSR Layout,1140.0,2.0,2.0,2.0,46.0
Haralur Road,1464.0,2.0,2.0,2.0,56.0
Ambedkar Colony,1468.0,3.0,2.0,2.0,130.0
Electronics City Phase 1,1555.0,2.0,1.0,3.0,82.0
Whitefield,1150.0,2.0,0.0,2.0,55.0
Kadubeesanahalli,970.0,2.0,1.0,2.0,35.0
Banashankari,2500.0,4.0,3.0,4.0,95.0
Seetharampalya,1166.0,2.0,1.0,2.0,53.0
Konanakunte,2779.0,3.0,1.0,3.0,317.0
Electronic City,1350.0,3.0,2.0,3.0,58.0
Mariyannapalya,900.0,2.0,3.0,2.0,46.0
7th Phase JP Nagar,1300.0,2.0,2.0,3.0,52.0
Kanaka Nagar,1190.0,3.0,1.0,3.0,55.0
Kodichikkanahalli,1495.0,2.0,2.0,3.0,75.0
Indira Nagar,1224.0,2.0,2.0,2.0,105.0
Banashankari Stage III,1350.0,2.0,2.0,3.0,68.0
Green Glen Layout,940.0,2.0,1.0,2.0,56.8
Raja Rajeshwari Nagar,1100.0,2.0,1.0,2.0,55.0
Kaikondrahalli,1300.0,2.0,2.0,2.0,61.0
Palace Road,1480.0,2.0,0.0,3.0,145.0
Hoodi,1105.0,2.0,2.0,2.0,46.37
Sarjapur  Road,2600.0,3.0,2.0,3.0,200.0
Yelahanka,1517.0,3.0,2.0,3.0,76.3
Horamavu Banaswadi,3800.0,8.0,0.0,6.0,200.0
Jalahalli,1615.0,3.0,2.0,3.0,89.75
MCECHS  layout,1500.0,3.0,2.0,3.0,65.0
Mysore Road,1082.0,3.0,1.0,3.0,50.5
Marathahalli,1365.0,2.0,2.0,2.0,73.0
CV Raman Nagar,1392.0,2.0,1.0,2.0,98.0
Kodigehalli,1086.0,2.0,1.0,2.0,33.66
Hennur Road,1586.0,3.0,3.0,3.0,93.94
Hennur,1100.0,2.0,1.0,2.0,60.0
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.75
TC Palaya,1500.0,2.0,1.0,3.0,120.0
7th Phase JP Nagar,1575.0,2.0,2.0,3.0,120.0
Hennur Road,1975.0,3.0,3.0,3.0,123.0
Nelamangala,820.0,2.0,2.0,2.0,24.0
Gubbalala,1745.0,3.0,2.0,3.0,110.0
Nagarbhavi,1223.0,2.0,1.0,2.0,60.0
Ananth Nagar,1200.0,2.0,1.0,3.0,65.0
Basaveshwara Nagar,1200.0,2.0,0.0,2.0,90.0
Binny Pete,665.0,1.0,1.0,1.0,46.08
Bharathi Nagar,1351.0,2.0,2.0,2.0,70.0
Hebbal,1355.0,3.0,1.0,3.0,83.87
Sector 7 HSR Layout,3900.0,3.0,2.0,3.0,300.0
Thanisandra,1588.0,3.0,1.0,3.0,75.55
Amruthahalli,900.0,2.0,1.0,2.0,60.0
Bhuvaneshwari Nagar,440.0,3.0,0.0,3.0,50.0
Harlur,3385.0,4.0,0.0,4.0,260.0
Panathur,1370.0,2.0,2.0,3.0,75.0
Whitefield,1500.0,3.0,1.0,3.0,71.8
Pulikeshi Nagar,2280.0,3.0,0.0,3.0,285.0
Kanakpura Road,1100.0,3.0,2.0,3.0,53.0
Hoodi,1247.0,2.0,0.0,2.0,53.0
Domlur Layout,2000.0,3.0,2.0,3.0,200.0
Balagere,1020.07,2.0,1.0,2.0,68.38
Gunjur Palya,1033.0,2.0,2.0,3.0,32.0
B Narayanapura,1460.0,2.0,3.0,3.0,73.0
Garudachar Palya,1150.0,2.0,2.0,2.0,52.8
