total_sqft,bath,balcony,price,bhk,price_per_sqft,availability_binary,location_encoded
2000.0,3.0,2.0,99.0,3.0,4950.0,1,80.00016172672764
2500.0,4.0,3.0,155.0,4.0,6200.0,1,95.69101734328692
1325.0,2.0,2.0,70.0,2.0,5283.02,1,74.44929211791818
1314.0,2.0,3.0,68.2,2.0,5190.26,0,86.45043553264331
2265.0,3.0,2.0,136.0,3.0,6004.42,0,70.37033170376974
1026.0,2.0,1.0,41.0,2.0,3996.1,0,75.87632096081032
1200.0,3.0,2.0,66.0,3.0,5500.0,1,85.93663756011136
2220.0,4.0,2.0,65.0,3.0,2927.93,1,62.59331878005568
1192.5,2.0,0.0,51.22,2.0,4295.18,0,70.81065253468918
1420.0,2.0,1.0,99.39,2.0,6999.3,0,134.88880586568177
1300.0,2.0,1.0,90.87,2.0,6990.0,0,103.5879022763704
1216.0,2.0,0.0,97.16,2.0,7990.13,0,263.4245377685154
3000.0,4.0,3.0,342.0,4.0,11400.0,0,117.30517224893839
1559.0,3.0,2.0,63.0,3.0,4041.05,1,73.05290939002784
1290.0,2.0,1.0,87.0,2.0,6744.19,1,105.70767785114487
2400.0,6.0,0.0,245.0,6.0,10208.33,1,130.68663756011136
905.0,1.0,1.0,55.0,1.0,6077.35,0,95.69101734328692
1069.0,2.0,0.0,55.0,2.0,5145.0,1,79.66961669338282
829.0,2.0,1.0,22.8,2.0,2750.3,0,79.28034474949713
1900.0,2.0,1.0,200.0,2.0,10526.32,1,164.2954708991111
1300.0,3.0,2.0,60.0,3.0,4615.38,1,101.7840148402151
1115.0,2.0,1.0,33.45,2.0,3000.0,1,49.03359342738014
2409.0,3.0,2.0,360.0,3.0,14943.96,1,263.4245377685154
2150.0,4.0,2.0,125.0,3.0,5813.95,1,165.8450738209736
1305.0,2.0,1.0,69.0,3.0,5287.36,0,93.08016189171002
1252.0,2.0,1.0,56.32,2.0,4498.4,0,70.37033170376974
2400.0,5.0,0.0,250.0,5.0,10416.67,1,177.36666324236606
1200.0,2.0,1.0,46.13,2.0,3844.17,0,95.69101734328692
1750.0,3.0,1.0,130.0,3.0,7428.57,1,164.2954708991111
545.0,1.0,1.0,35.0,2.0,6422.02,1,45.86169179875348
1375.0,2.0,1.0,105.0,2.0,7636.36,1,108.76369723558031
1313.0,2.0,2.0,66.5,2.0,5064.74,1,65.42814556089878
3640.0,4.0,1.0,275.0,4.0,7554.95,1,56.05573750667904
1693.0,3.0,2.0,108.0,3.0,6379.21,0,93.94241365822232
1160.0,2.0,1.0,41.75,2.0,3599.14,1,62.71807860577792
1200.0,3.0,0.0,200.0,3.0,16666.67,1,119.43663756011136
1255.0,2.0,2.0,79.0,3.0,6294.82,1,65.42814556089878
900.0,2.0,1.0,45.0,2.0,5000.0,1,100.94206878005568
1700.0,3.0,2.0,90.0,3.0,5294.12,1,68.65616375601114
1875.0,3.0,1.0,180.0,3.0,9600.0,1,207.4084524448889
1700.0,3.0,2.0,88.0,3.0,5176.47,1,55.1206475013358
1749.0,3.0,2.0,115.0,3.0,6575.19,1,105.70767785114487
1500.0,3.0,1.0,65.0,2.0,4333.33,1,56.641923696865554
1175.0,2.0,1.0,48.0,2.0,4085.11,1,81.15581878005568
1280.0,2.0,1.0,60.0,2.0,4687.5,1,83.08736371355558
1200.0,2.0,2.0,50.0,2.0,4166.67,1,59.35406113782728
1610.0,2.0,2.0,115.0,3.0,7142.86,1,83.55954020079305
1070.0,2.0,1.0,46.0,2.0,4299.07,1,53.808698781325596
1200.0,2.0,0.0,66.0,2.0,5500.0,1,74.03160278223048
1127.0,2.0,1.0,50.0,2.0,4436.56,0,70.6715283848769
1210.0,2.0,1.0,102.0,2.0,8429.75,1,207.4084524448889
600.0,2.0,1.0,23.0,2.0,3833.33,1,68.64931004808909
1364.0,2.0,2.0,70.0,2.0,5131.96,1,79.9637928914922
2268.0,3.0,0.0,146.0,4.0,6437.39,1,95.69101734328692
1150.0,2.0,2.0,77.5,3.0,6739.13,1,88.81163756011136
1146.0,2.0,1.0,39.5,2.0,3446.77,1,71.4910917067409
1345.0,2.0,2.0,55.0,2.0,4089.22,1,64.10048126001855
1110.0,2.0,2.0,41.0,2.0,3693.69,1,75.62442504007424
750.0,2.0,1.0,36.0,2.0,4800.0,1,55.985379289149215
1156.0,2.0,2.0,49.5,2.0,4282.01,1,67.89072780449393
1247.0,2.0,1.0,59.8,2.0,4795.51,1,67.38546787431753
1058.0,2.0,2.0,60.0,2.0,5671.08,1,72.20775837340757
950.0,2.0,1.0,48.0,2.0,5052.63,1,73.87484319274752
420.0,2.0,0.0,35.0,2.0,8333.33,1,50.98228439002784
600.0,2.0,2.0,90.0,4.0,15000.0,1,150.34331878005568
1520.0,2.0,1.0,103.0,3.0,6776.32,0,100.88191375601113
1215.0,2.0,2.0,58.86,2.0,4844.44,1,93.08016189171002
900.0,1.0,1.0,30.0,1.0,3333.33,1,61.720935748635064
2350.0,3.0,2.0,174.0,3.0,7404.26,1,96.01278074486788
1050.0,2.0,2.0,46.0,2.0,4380.95,1,80.00016172672764
1672.0,3.0,2.0,150.0,3.0,8971.29,1,113.67465502404454
2800.0,5.0,2.0,125.0,5.0,4464.29,1,94.43150456731323
1500.0,2.0,2.0,65.0,3.0,4333.33,1,76.95775837340757
1400.0,2.0,2.0,65.0,2.0,4642.86,1,72.10665003434936
2700.0,4.0,2.0,130.0,4.0,4814.81,1,61.9668310048089
920.0,2.0,1.0,37.46,2.0,4071.74,0,49.56936622271474
1200.0,3.0,2.0,70.0,3.0,5833.33,0,101.7840148402151
1250.0,3.0,2.0,139.0,3.0,11120.0,1,102.95775837340757
2043.0,6.0,0.0,375.0,5.0,18355.36,1,201.7373275120223
1140.0,2.0,2.0,46.0,2.0,4035.09,1,86.66820288923934
1464.0,2.0,2.0,56.0,2.0,3825.14,1,79.38011573594717
1468.0,3.0,2.0,130.0,2.0,8855.59,1,138.97465502404455
1555.0,2.0,1.0,82.0,3.0,5273.31,1,55.426952153123075
1150.0,2.0,0.0,55.0,2.0,4782.61,1,95.69101734328692
970.0,2.0,1.0,35.0,2.0,3608.25,0,119.04665939002784
2500.0,4.0,3.0,95.0,4.0,3800.0,0,102.42419931836227
1166.0,2.0,1.0,53.0,2.0,4545.45,1,78.88605002185868
2779.0,3.0,1.0,317.0,3.0,11406.98,1,175.91046787431756
1350.0,3.0,2.0,58.0,3.0,4296.3,1,53.808698781325596
900.0,2.0,3.0,46.0,2.0,5111.11,1,73.94931004808909
1300.0,2.0,2.0,52.0,3.0,4000.0,1,94.17701069131341
1190.0,3.0,1.0,55.0,3.0,4621.85,1,107.97183891560505
1495.0,2.0,2.0,75.0,3.0,5016.72,1,67.5257431117395
1224.0,2.0,2.0,105.0,2.0,8578.43,1,207.4084524448889
1350.0,2.0,2.0,68.0,3.0,5037.04,1,127.52601078902835
940.0,2.0,1.0,56.8,2.0,6042.55,1,116.74503781074259
1100.0,2.0,1.0,55.0,2.0,5000.0,1,59.404509119061444
1300.0,2.0,2.0,61.0,2.0,4692.31,1,76.25258612446919
1480.0,2.0,0.0,145.0,3.0,9797.3,1,110.5493100480891
1105.0,2.0,2.0,46.37,2.0,4196.38,1,89.34444310621203
2600.0,3.0,2.0,200.0,3.0,7692.31,0,101.7840148402151
1517.0,3.0,2.0,76.3,3.0,5029.66,0,75.87632096081032
3800.0,8.0,0.0,200.0,6.0,5263.16,1,62.23135371260909
1615.0,3.0,2.0,89.75,3.0,5557.28,1,92.57383100480891
1500.0,3.0,2.0,65.0,3.0,4333.33,1,76.95775837340757
1082.0,3.0,1.0,50.5,3.0,4667.28,1,65.64701146334261
1365.0,2.0,2.0,73.0,2.0,5347.99,1,93.08016189171002
1392.0,2.0,1.0,98.0,2.0,7040.23,1,72.84898954047549
1086.0,2.0,1.0,33.66,2.0,3099.45,0,75.30968638549504
1586.0,3.0,3.0,93.94,3.0,5923.08,1,96.01278074486788
1100.0,2.0,1.0,60.0,2.0,5454.55,1,73.94554396966286
1065.0,2.0,1.0,30.75,2.0,2887.32,0,45.86169179875348
1500.0,2.0,1.0,120.0,3.0,8000.0,1,74.03160278223048
1575.0,2.0,2.0,120.0,3.0,7619.05,1,94.17701069131341
1975.0,3.0,3.0,123.0,3.0,6227.85,1,96.01278074486788
820.0,2.0,2.0,24.0,2.0,2926.83,1,67.43150456731323
1745.0,3.0,2.0,110.0,3.0,6303.72,1,86.6224648237202
1223.0,2.0,1.0,60.0,2.0,4905.97,1,100.94448273164447
1200.0,2.0,1.0,65.0,3.0,5416.67,1,41.62273393715877
1200.0,2.0,0.0,90.0,2.0,7500.0,1,170.17840715430694
665.0,1.0,1.0,46.08,1.0,6929.32,0,142.99402292668526
1351.0,2.0,2.0,70.0,2.0,5181.35,1,76.09290939002784
1355.0,3.0,1.0,83.87,3.0,6189.67,0,134.88880586568177
3900.0,3.0,2.0,300.0,3.0,7692.31,1,149.37403930288897
1588.0,3.0,1.0,75.55,3.0,4757.56,0,80.00016172672764
900.0,2.0,1.0,60.0,2.0,6666.67,1,71.17693959335189
440.0,3.0,0.0,50.0,3.0,11363.64,1,76.93554585337046
3385.0,4.0,0.0,260.0,4.0,7680.95,0,105.70767785114487
1370.0,2.0,2.0,75.0,3.0,5474.45,1,75.09530648593417
1500.0,3.0,1.0,71.8,3.0,4786.67,0,95.69101734328692
2280.0,3.0,0.0,285.0,3.0,12500.0,1,126.82442504007425
1100.0,3.0,2.0,53.0,3.0,4818.18,0,70.37033170376974
1247.0,2.0,0.0,53.0,2.0,4250.2,1,89.34444310621203
2000.0,3.0,2.0,200.0,3.0,10000.0,0,127.5493100480891
1020.07,2.0,1.0,68.38,2.0,6703.46,0,62.87065729667595
1033.0,2.0,2.0,32.0,3.0,3097.77,0,51.98511924926503
1460.0,2.0,3.0,73.0,3.0,5000.0,1,71.92137918670379
1150.0,2.0,2.0,52.8,2.0,4591.3,1,68.92282751202228
1141.0,2.0,1.0,46.0,2.0,4031.55,1,55.935427786683164
2912.5,6.0,0.0,125.5,4.0,4309.01,1,75.87632096081032
1665.0,2.0,3.0,125.0,3.0,7507.51,0,70.43529520877323
1295.0,2.0,2.0,64.0,2.0,4942.08,0,62.305367783121014
1230.0,2.0,1.0,78.0,2.0,6341.46,0,79.38011573594717
1080.0,2.0,2.0,75.0,3.0,6944.44,1,137.77465502404453
1000.0,2.0,1.0,60.0,2.0,6000.0,1,73.87484319274752
630.5,1.0,0.0,32.79,1.0,5200.63,0,95.69101734328692
1708.0,3.0,2.0,75.0,3.0,4391.1,0,65.4069395933519
1697.0,3.0,2.0,115.0,3.0,6776.66,1,80.00016172672764
3537.0,5.0,3.0,210.0,4.0,5937.23,1,95.69101734328692
615.0,1.0,1.0,28.29,1.0,4600.0,0,70.43529520877323
1350.0,2.0,0.0,83.0,3.0,6148.15,1,102.42419931836227
1530.0,3.0,0.0,66.4,3.0,4339.87,1,70.37033170376974
1083.0,2.0,1.0,32.49,2.0,3000.0,0,92.57383100480891
1460.0,2.0,2.0,65.0,3.0,4452.05,1,61.56278673960093
1084.0,2.0,1.0,58.0,2.0,5350.55,1,55.935427786683164
1035.0,2.0,1.0,41.43,2.0,4002.9,0,49.56936622271474
2400.0,2.0,1.0,150.0,3.0,6250.0,1,124.36072780449393
460.0,1.0,1.0,21.0,1.0,4565.22,1,95.04564388245807
1285.0,2.0,2.0,55.9,2.0,4350.19,1,95.69101734328692
1200.0,3.0,2.0,78.0,3.0,6500.0,1,88.1052149381876
1070.0,2.0,1.0,35.0,2.0,3271.03,1,61.720935748635064
1801.0,3.0,2.0,140.0,3.0,7773.46,1,140.43547889423215
1697.0,3.0,2.0,115.0,3.0,6776.66,0,95.69101734328692
1199.0,2.0,2.0,65.0,2.0,5421.18,1,68.08843668269637
2300.0,3.0,1.0,220.0,3.0,9565.22,1,190.10563654770945
1340.0,2.0,3.0,64.31,3.0,4799.25,1,65.64701146334261
3800.0,4.0,3.0,205.0,4.0,5394.74,1,93.08016189171002
1125.0,2.0,1.0,75.0,2.0,6666.67,1,102.53522146292077
1200.0,2.0,1.0,67.0,2.0,5583.33,1,57.39309108001591
1050.0,2.0,3.0,41.0,2.0,3904.76,1,65.42814556089878
956.0,2.0,1.0,49.0,2.0,5125.52,1,100.94448273164447
1000.0,2.0,2.0,30.0,2.0,3000.0,1,88.1052149381876
1596.0,3.0,0.0,95.0,3.0,5952.38,1,110.39236432006363
1296.0,2.0,3.0,89.06,2.0,6871.91,0,70.37033170376974
1639.0,3.0,3.0,123.0,3.0,7504.58,1,100.3493100480891
1219.0,2.0,1.0,61.25,2.0,5024.61,1,45.86169179875348
1200.0,3.0,1.0,50.0,3.0,4166.67,1,55.1206475013358
1218.0,2.0,1.0,73.0,2.0,5993.43,1,80.32281452865166
920.0,2.0,3.0,37.0,2.0,4021.74,1,70.29109170674091
2559.0,3.0,2.0,141.0,3.0,5509.96,1,94.65170542458368
525.0,1.0,1.0,26.0,1.0,4952.38,0,56.12475358860325
1427.0,2.0,2.0,48.51,3.0,3399.44,0,80.32281452865166
1270.0,3.0,2.0,45.0,3.0,3543.31,0,54.329022926685234
920.0,2.0,3.0,65.0,2.0,7065.22,1,83.55954020079305
2700.0,3.0,2.0,68.0,4.0,2518.52,1,52.37243668269637
1740.0,3.0,2.0,199.0,3.0,11436.78,1,119.18663756011136
1355.0,2.0,0.0,40.0,3.0,2952.03,1,74.2310909875483
1530.0,2.0,2.0,90.0,3.0,5882.35,1,112.67026200961783
1372.0,2.0,1.0,90.0,3.0,6559.77,1,91.29109170674091
2363.0,5.0,2.0,120.0,4.0,5078.29,1,87.70332501717469
3895.0,4.0,3.0,220.0,4.0,5648.27,1,93.08016189171002
1950.0,3.0,2.0,131.0,3.0,6717.95,0,114.59081956870212
885.0,2.0,3.0,40.0,2.0,4519.77,1,60.574655024044546
600.0,2.0,2.0,27.0,2.0,4500.0,1,75.87632096081032
1380.0,2.0,0.0,225.0,2.0,16304.35,1,100.88191375601113
1339.0,2.0,2.0,62.0,2.0,4630.32,1,70.37033170376974
1130.0,2.0,1.0,36.0,2.0,3185.84,1,95.69101734328692
1085.0,2.0,2.0,43.0,2.0,3963.13,1,55.1206475013358
1430.0,3.0,2.0,72.0,3.0,5034.97,1,94.65170542458368
1490.0,2.0,1.0,59.6,3.0,4000.0,1,74.85165502404455
1286.0,2.0,2.0,57.0,2.0,4432.35,1,86.93027656500465
925.0,2.0,2.0,63.0,2.0,6810.81,1,106.34331878005568
3016.0,4.0,3.0,230.0,4.0,7625.99,1,86.93027656500465
1000.0,2.0,2.0,44.0,2.0,4400.0,1,79.38011573594717
1215.0,2.0,2.0,39.0,2.0,3209.88,1,95.69101734328692
1200.0,3.0,1.0,95.0,4.0,7916.67,1,93.18663756011136
1336.0,2.0,2.0,100.0,2.0,7485.03,1,96.78837308308835
673.0,1.0,1.0,36.85,1.0,5475.48,1,94.65170542458368
1200.0,2.0,1.0,58.0,2.0,4833.33,1,57.39309108001591
1600.0,3.0,3.0,160.0,3.0,10000.0,1,199.94208922040087
1200.0,2.0,0.0,79.0,2.0,6583.33,1,72.72831878005567
2500.0,3.0,0.0,270.0,3.0,10800.0,0,189.5493100480891
2400.0,5.0,3.0,100.0,5.0,4166.67,1,75.19735488391329
1143.0,2.0,2.0,65.0,2.0,5686.79,1,82.59744413179091
1470.0,2.0,2.0,61.74,2.0,4200.0,1,70.37033170376974
1584.0,3.0,2.0,145.0,4.0,9154.04,1,105.68663756011136
1785.0,3.0,2.0,94.0,3.0,5266.11,1,93.08016189171002
2292.0,3.0,2.0,286.0,3.0,12478.18,1,164.2954708991111
1460.0,3.0,3.0,71.0,3.0,4863.01,1,83.61849274581364
1500.0,2.0,3.0,80.0,3.0,5333.33,1,95.60273824943796
3300.0,3.0,0.0,250.0,5.0,7575.76,1,119.08847955638389
1230.0,2.0,2.0,48.0,2.0,3902.44,1,59.608275814207914
650.0,1.0,1.0,20.0,1.0,3076.92,1,68.65616375601114
1480.0,2.0,0.0,120.0,2.0,8108.11,1,242.43103439002783
1220.0,2.0,1.0,43.92,2.0,3600.0,1,80.00016172672764
1570.0,3.0,1.0,115.0,3.0,7324.84,1,110.39236432006363
3000.0,3.0,3.0,400.0,3.0,13333.33,1,430.2746550240446
1665.0,3.0,2.0,86.91,3.0,5219.82,1,74.44929211791818
1100.0,2.0,0.0,68.0,2.0,6181.82,1,74.2310909875483
1350.0,2.0,1.0,87.01,3.0,6445.19,1,79.74306200961782
1719.0,3.0,2.0,116.0,3.0,6748.11,1,86.65742066987262
664.0,1.0,1.0,35.0,1.0,5271.08,1,69.0858783064235
1011.0,2.0,1.0,50.53,2.0,4998.02,0,58.90566200961782
2400.0,6.0,0.0,130.0,6.0,5416.67,1,83.08736371355558
1680.0,3.0,2.0,85.0,3.0,5059.52,1,115.82093574863507
717.0,2.0,0.0,49.475,2.0,6900.28,1,94.65170542458368
1520.0,2.0,2.0,150.0,3.0,9868.42,1,95.69101734328692
1350.0,2.0,2.0,53.0,3.0,3925.93,1,55.1206475013358
1760.0,3.0,0.0,150.0,3.0,8522.73,0,83.61849274581364
875.0,2.0,1.0,33.0,2.0,3771.43,1,67.38546787431753
1231.0,2.0,2.0,48.0,2.0,3899.27,1,73.94554396966286
1174.0,2.0,3.0,74.0,2.0,6303.24,1,76.93053387872403
1560.0,3.0,3.0,75.0,3.0,4807.69,1,66.63382751202228
1464.0,2.0,2.0,56.0,2.0,3825.14,1,65.79514093094959
2200.0,3.0,2.0,130.0,3.0,5909.09,1,70.37033170376974
850.0,2.0,2.0,55.0,2.0,6470.59,1,113.88310334936303
1750.0,3.0,1.0,180.0,3.0,10285.71,1,114.43663756011136
2024.0,3.0,0.0,157.0,3.0,7756.92,1,153.34360626001856
1500.0,1.0,0.0,160.0,2.0,10666.67,1,109.43663756011136
2100.0,6.0,0.0,275.0,6.0,13095.24,1,138.18663756011136
2408.0,4.0,2.0,260.0,3.0,10797.34,1,299.86744413179093
1080.0,2.0,1.0,44.0,2.0,4074.07,1,75.19735488391329
2070.0,3.0,2.0,225.0,3.0,10869.57,1,207.4084524448889
1020.0,2.0,1.0,29.46,2.0,2888.24,0,53.808698781325596
1500.0,2.0,3.0,55.0,3.0,3666.67,1,57.574958931433876
3250.0,4.0,1.0,180.0,4.0,5538.46,1,67.5257431117395
1175.0,2.0,1.0,47.0,2.0,4000.0,1,55.1206475013358
1030.0,2.0,1.0,34.5,2.0,3349.51,1,49.03359342738014
1440.0,2.0,1.0,115.0,2.0,7986.11,0,134.88880586568177
1500.0,2.0,1.0,84.0,2.0,5600.0,1,89.34444310621203
1380.0,1.0,1.0,62.1,1.0,4500.0,1,80.00016172672764
1200.0,2.0,3.0,50.0,2.0,4166.67,1,81.70206878005568
705.0,1.0,2.0,36.5,1.0,5177.3,1,70.52465502404455
2240.0,5.0,2.0,155.0,3.0,6919.64,1,105.70767785114487
1584.01,3.0,1.0,103.0,3.0,6502.48,1,140.43547889423215
1340.0,3.0,3.0,77.0,3.0,5746.27,1,88.68663756011136
1800.0,3.0,2.0,70.0,3.0,3888.89,1,78.5493100480891
1200.0,2.0,3.0,45.0,2.0,3750.0,1,131.02262273455895
685.0,1.0,1.0,40.0,1.0,5839.42,0,101.7840148402151
925.0,2.0,3.0,42.0,2.0,4540.54,1,63.21127309541888
1230.0,2.0,2.0,57.0,2.0,4634.15,1,81.62442504007424
1125.0,2.0,1.0,52.0,2.0,4622.22,1,67.5257431117395
1100.0,2.0,1.0,54.0,2.0,4909.09,1,134.88880586568177
2400.0,3.0,2.0,149.0,3.0,6208.33,0,71.44012843608716
1400.0,2.0,2.0,41.58,3.0,2970.0,0,45.86169179875348
1858.0,3.0,1.0,98.3,3.0,5290.64,1,114.59081956870212
1260.0,1.0,1.0,41.0,1.0,3253.97,1,71.94931004808909
3530.0,4.0,2.0,290.0,4.0,8215.3,1,165.8450738209736
1185.0,2.0,2.0,60.0,2.0,5063.29,1,86.66820288923934
1200.0,2.0,1.0,216.0,2.0,18000.0,1,135.24950717720648
1255.0,2.0,1.0,58.0,2.0,4621.51,1,73.94554396966286
3436.0,6.0,3.0,475.0,4.0,13824.21,1,263.4245377685154
1335.0,3.0,2.0,89.0,3.0,6666.67,1,82.85491585952305
1999.0,3.0,2.0,132.0,3.0,6603.3,1,103.94828514163368
1200.0,2.0,1.0,125.0,2.0,10416.67,1,107.97183891560505
1397.0,3.0,2.0,110.0,3.0,7874.02,1,108.03524574979672
1200.0,2.0,1.0,130.0,2.0,10833.33,1,68.65616375601114
1616.0,3.0,0.0,95.0,3.0,5878.71,1,110.67087106528662
1270.0,2.0,1.0,175.0,4.0,13779.53,1,111.80965502404456
1140.0,2.0,2.0,38.55,2.0,3381.58,1,59.404509119061444
525.0,1.0,1.0,30.0,1.0,5714.29,0,70.37033170376974
1200.0,2.0,1.0,98.0,3.0,8166.67,1,64.06406691530067
1205.47,2.0,1.0,81.0,2.0,6719.37,0,62.87065729667595
1200.0,3.0,2.0,130.0,3.0,10833.33,1,88.43289348871502
1700.0,3.0,2.0,75.0,3.0,4411.76,1,53.808698781325596
1090.0,2.0,1.0,54.54,2.0,5003.67,0,70.37033170376974
3600.0,5.0,0.0,220.0,4.0,6111.11,1,94.65170542458368
923.0,1.0,1.0,60.84,1.0,6591.55,0,80.00016172672764
3595.0,6.0,2.0,360.0,4.0,10013.91,0,179.5493100480891
1050.0,2.0,2.0,48.0,2.0,4571.43,1,116.74503781074259
1495.0,2.0,2.0,79.5,2.0,5317.73,1,95.69101734328692
1664.0,3.0,0.0,93.865,3.0,5640.93,0,96.01278074486788
1485.0,3.0,2.0,85.0,3.0,5723.91,1,89.11920883767326
1033.0,2.0,2.0,31.5,3.0,3049.37,0,52.37243668269637
1400.0,2.0,1.0,48.0,3.0,3428.57,1,53.808698781325596
500.0,1.0,0.0,70.0,1.0,14000.0,1,207.4084524448889
944.0,2.0,1.0,35.0,2.0,3707.63,1,101.7840148402151
3250.0,5.0,0.0,290.0,5.0,8923.08,1,95.69101734328692
1216.0,2.0,1.0,66.48,2.0,5467.11,0,95.69101734328692
1100.0,2.0,1.0,39.5,2.0,3590.91,1,75.89565502404454
1743.0,3.0,2.0,93.25,3.0,5349.97,1,80.00016172672764
1274.0,2.0,2.0,48.42,2.0,3800.63,1,75.87632096081032
2500.0,3.0,2.0,425.0,3.0,17000.0,1,186.9637928914922
1512.0,2.0,2.0,110.0,3.0,7275.13,1,65.64701146334261
3100.0,5.0,1.0,385.0,4.0,12419.35,1,181.4162833600495
1650.0,3.0,3.0,100.0,3.0,6060.61,1,119.8497700160297
1875.0,3.0,1.0,55.0,3.0,2933.33,1,48.55145469501392
1350.0,3.0,2.0,54.0,3.0,4000.0,1,95.69101734328692
1219.0,2.0,2.0,40.0,2.0,3281.38,1,80.08295002671616
2400.0,3.0,3.0,85.0,3.0,3541.67,1,79.28034474949713
1141.0,2.0,1.0,44.4,2.0,3891.32,1,65.67934527351953
1151.0,2.0,1.0,43.1,2.0,3744.57,1,57.39309108001591
832.0,3.0,1.0,77.0,3.0,9254.81,1,126.44204232618812
915.0,2.0,1.0,38.0,2.0,4153.01,1,101.7840148402151
3259.0,3.0,0.0,270.0,3.0,8284.75,1,136.93663756011136
1115.0,2.0,1.0,65.12,2.0,5840.36,0,80.32281452865166
2072.0,4.0,2.0,139.0,3.0,6708.49,1,142.63180593627874
1200.0,2.0,2.0,53.0,2.0,4416.67,1,62.68576940657381
1300.0,2.0,2.0,65.0,2.0,5000.0,1,69.0088053657302
1457.0,2.0,2.0,85.0,2.0,5833.91,1,86.93027656500465
1262.0,2.0,2.0,55.0,2.0,4358.16,1,90.46269286859264
1196.0,3.0,1.0,150.0,4.0,12541.81,1,108.76369723558031
420.0,1.0,1.0,17.0,1.0,4047.62,1,56.05573750667904
1160.0,2.0,1.0,46.39,2.0,3999.14,1,62.305367783121014
1115.0,2.0,2.0,50.0,2.0,4484.3,1,86.65742066987262
1315.0,2.0,1.0,85.4,3.0,6494.3,1,103.5879022763704
1500.0,2.0,2.0,57.0,2.0,3800.0,1,55.935427786683164
1127.0,2.0,1.0,68.0,2.0,6033.72,1,86.66820288923934
1397.0,3.0,2.0,104.0,3.0,7444.52,0,108.03524574979672
1173.0,2.0,1.0,60.0,2.0,5115.09,0,95.69101734328692
1090.0,2.0,2.0,28.0,2.0,2568.81,1,55.78310334936303
2720.0,5.0,0.0,210.0,3.0,7720.59,1,101.7840148402151
1230.0,2.0,1.0,76.0,2.0,6178.86,0,114.59081956870212
3200.0,3.0,3.0,190.0,4.0,5937.5,1,116.93663756011136
858.0,2.0,1.0,31.57,2.0,3679.49,0,101.7840148402151
1868.0,3.0,1.0,121.0,3.0,6477.52,0,109.03162317659624
1689.28,3.0,2.0,91.2,3.0,5398.75,1,55.1206475013358
600.0,3.0,2.0,73.0,4.0,12166.67,1,67.2288791867038
1425.0,3.0,3.0,49.88,3.0,3500.35,1,102.42419931836227
1350.0,2.0,1.0,100.0,2.0,7407.41,1,75.7343500184958
1310.0,2.0,1.0,85.0,3.0,6488.55,1,55.1206475013358
3185.0,4.0,0.0,175.0,4.0,5494.51,0,79.38011573594717
970.0,2.0,1.0,40.0,2.0,4123.71,1,70.74931004808909
1397.0,3.0,3.0,108.0,3.0,7730.85,0,108.03524574979672
1157.0,2.0,1.0,40.0,2.0,3457.22,0,88.1052149381876
1125.0,2.0,1.0,61.2,2.0,5440.0,1,86.65742066987262
1157.0,2.0,1.0,42.0,2.0,3630.08,1,58.90566200961782
1241.0,2.0,1.0,82.0,2.0,6607.57,1,101.7840148402151
660.0,1.0,1.0,62.0,1.0,9393.94,0,142.99402292668526
2340.0,4.0,1.0,148.0,4.0,6324.79,1,112.78540939002784
596.0,1.0,1.0,42.0,1.0,7046.98,1,67.45775837340757
1910.0,3.0,1.0,190.0,3.0,9947.64,1,138.97465502404455
1139.0,2.0,2.0,80.0,2.0,7023.71,1,114.03716064341374
3122.0,5.0,2.0,225.0,4.0,7206.92,1,142.63180593627874
1033.0,2.0,2.0,28.41,2.0,2750.24,0,79.28034474949713
1168.0,2.0,2.0,64.08,2.0,5486.3,1,94.65170542458368
877.0,2.0,3.0,42.0,2.0,4789.05,1,33.822739447116064
1340.0,2.0,2.0,75.0,2.0,5597.01,0,55.426952153123075
1405.0,2.0,2.0,70.0,3.0,4982.21,1,71.92137918670379
1800.0,3.0,3.0,65.0,3.0,3611.11,1,137.5352214629208
1750.0,3.0,3.0,149.0,3.0,8514.29,1,113.67465502404454
1360.0,2.0,1.0,65.0,3.0,4779.41,1,67.89072780449393
675.0,2.0,0.0,148.0,3.0,21925.93,1,199.94208922040087
985.0,2.0,1.0,63.0,2.0,6395.94,0,68.17465502404454
1300.0,2.0,1.0,129.0,2.0,9923.08,0,113.09331878005568
1850.0,3.0,2.0,150.0,3.0,8108.11,1,94.17701069131341
1490.0,2.0,3.0,88.0,3.0,5906.04,1,90.30517224893839
620.0,1.0,1.0,25.0,2.0,4032.26,1,51.09331878005568
1130.0,2.0,1.0,42.3,2.0,3743.36,0,65.67934527351953
1080.0,2.0,2.0,55.0,2.0,5092.59,1,88.84360626001857
3126.0,4.0,0.0,120.0,4.0,3838.77,1,69.0088053657302
1410.0,2.0,3.0,52.17,3.0,3700.0,1,57.574958931433876
1375.0,3.0,2.0,59.0,3.0,4290.91,1,62.38675857829845
1290.0,2.0,1.0,94.5,3.0,7325.58,1,96.01278074486788
1318.0,2.0,1.0,85.28,3.0,6470.41,0,70.43529520877323
1128.0,2.0,1.0,68.0,2.0,6028.37,1,53.808698781325596
1051.0,2.0,2.0,56.74,2.0,5398.67,0,70.37033170376974
3500.0,5.0,0.0,275.0,3.0,7857.14,1,55.985379289149215
2400.0,4.0,1.0,130.0,4.0,5416.67,1,90.46269286859264
