location,total_sqft,bath,balcony,bhk,price,price_per_square_foot
Somasundara Palya,1033.0,2.0,2.0,2.0,48.0,0.046466602129719266
Marathahalli,1730.0,3.0,3.0,3.0,139.0,0.08034682080924856
Kasavanhalli,1915.0,3.0,3.0,3.0,80.0,0.04177545691906005
Whitefield,1545.0,3.0,2.0,3.0,79.0,0.0511326860841424
Hebbal Kempapura,1150.0,2.0,2.0,2.0,40.0,0.034782608695652174
Kengeri,963.0,2.0,2.0,2.0,40.0,0.04153686396677051
Basavangudi,2600.0,4.0,3.0,4.0,260.0,0.1
Yelahanka,1371.0,2.0,2.0,3.0,65.0,0.04741064916119621
Hennur Road,901.0,2.0,1.0,2.0,49.5,0.05493895671476138
Ambalipura,1730.0,3.0,1.0,3.0,120.0,0.06936416184971098
Sarjapur  Road,3785.0,6.0,0.0,4.0,280.0,0.07397622192866579
Yelahanka New Town,350.0,1.0,1.0,1.0,13.5,0.03857142857142857
Varthur,1665.0,3.0,1.0,3.0,53.0,0.03183183183183183
Ramamurthy Nagar,1400.0,3.0,3.0,3.0,200.0,0.14285714285714285
Sarjapur  Road,835.0,1.0,1.0,1.0,46.95,0.056227544910179644
Haralur Road,1444.0,2.0,1.0,3.0,80.0,0.055401662049861494
Kanakapura,1277.0,2.0,2.0,2.0,55.0,0.04306969459671104
Old Madras Road,2760.0,5.0,2.0,3.0,157.0,0.05688405797101449
Marathahalli,1325.0,1.0,1.0,2.0,92.0,0.06943396226415094
Marathahalli,1525.0,3.0,2.0,3.0,90.0,0.05901639344262295
Electronics City Phase 1,650.0,1.0,1.0,1.0,23.0,0.03538461538461538
Old Airport Road,1858.0,2.0,1.0,3.0,167.0,0.0898815931108719
Electronic City,1150.0,2.0,1.0,2.0,38.0,0.03304347826086956
Electronic City Phase II,769.0,2.0,1.0,2.0,40.0,0.05201560468140442
Electronic City,1571.0,3.0,2.0,3.0,105.0,0.0668364099299809
Hennur Road,1445.0,3.0,1.0,3.0,86.56,0.059903114186851215
Hosur Road,1590.0,2.0,2.0,3.0,135.0,0.08490566037735849
Bommasandra,902.0,2.0,2.0,2.0,49.0,0.05432372505543237
Sarjapur,2238.0,3.0,1.0,3.0,140.0,0.06255585344057193
Electronic City,1090.0,2.0,1.0,2.0,31.49,0.02888990825688073
Yelahanka,1712.0,3.0,3.0,3.0,82.0,0.04789719626168224
Haralur Road,1088.0,2.0,1.0,2.0,68.0,0.0625
Somasundara Palya,1575.0,3.0,3.0,3.0,63.1,0.040063492063492065
Kundalahalli,1920.0,3.0,2.0,3.0,150.0,0.078125
Electronic City,1089.0,2.0,2.0,2.0,45.0,0.04132231404958678
Horamavu Agara,1106.0,2.0,1.0,2.0,43.09,0.03896021699819169
Kengeri,927.0,2.0,2.0,2.0,37.0,0.039913700107874865
Kanakpura Road,1339.0,2.0,2.0,2.0,58.0,0.043315907393577296
Thanisandra,923.0,1.0,1.0,1.0,45.69,0.04950162513542795
Sarjapur  Road,2900.0,3.0,2.0,3.0,285.0,0.09827586206896552
Lakshminarayana Pura,1175.0,2.0,2.0,2.0,75.0,0.06382978723404255
Hebbal,2400.0,4.0,1.0,3.0,180.0,0.075
Subramanyapura,1330.0,3.0,2.0,3.0,72.0,0.05413533834586466
Thanisandra,1183.0,2.0,1.0,2.0,59.74,0.05049873203719358
Harlur,1758.0,3.0,2.0,3.0,133.0,0.07565415244596133
Nagarbhavi,1200.0,3.0,2.0,3.0,265.0,0.22083333333333333
Hebbal,1255.0,2.0,1.0,3.0,77.68,0.061896414342629484
Ramamurthy Nagar,1170.0,2.0,2.0,2.0,46.8,0.04
Raja Rajeshwari Nagar,1530.0,3.0,3.0,3.0,51.77,0.033836601307189546
Hebbal,1420.0,2.0,2.0,2.0,107.0,0.07535211267605633
Kanakpura Road,1591.0,3.0,1.0,3.0,115.0,0.07228158390949088
7th Phase JP Nagar,1680.0,3.0,2.0,3.0,120.0,0.07142857142857142
Hoodi,1055.0,2.0,1.0,2.0,57.63,0.054625592417061615
Sarjapur  Road,1280.0,2.0,1.0,2.0,76.0,0.059375
Nagarbhavi,1560.0,3.0,3.0,3.0,66.0,0.04230769230769231
Sarjapur  Road,1145.0,2.0,2.0,2.0,49.5,0.04323144104803493
Talaghattapura,2106.0,3.0,2.0,3.0,126.0,0.05982905982905983
Rajaji Nagar,1718.0,3.0,2.0,2.0,288.0,0.16763678696158324
Whitefield,1306.0,3.0,2.0,3.0,54.65,0.041845329249617154
Hebbal,1320.0,2.0,1.0,2.0,92.0,0.0696969696969697
Bannerghatta Road,1344.0,2.0,1.0,3.0,42.0,0.03125
Bannerghatta Road,1893.0,3.0,2.0,3.0,100.0,0.05282620179609086
Chandapura,1107.0,2.0,1.0,3.0,43.0,0.03884372177055104
Lakshminarayana Pura,1190.0,2.0,1.0,2.0,75.0,0.06302521008403361
Whitefield,1000.0,2.0,1.0,2.0,35.0,0.035
Jalahalli,2113.0,3.0,2.0,3.0,155.0,0.07335541883577851
KR Puram,1100.0,2.0,1.0,2.0,46.0,0.04181818181818182
Electronic City,1110.0,2.0,1.0,2.0,40.0,0.036036036036036036
Kudlu,1027.0,2.0,2.0,2.0,43.0,0.04186952288218111
Sarjapur  Road,1470.0,3.0,0.0,3.0,62.0,0.04217687074829932
Kudlu Gate,703.0,1.0,1.0,1.0,52.0,0.07396870554765292
Bellandur,1195.0,2.0,2.0,2.0,51.0,0.042677824267782424
Begur Road,1583.0,3.0,1.0,3.0,74.4,0.046999368288060644
Whitefield,3262.0,4.0,2.0,4.0,260.0,0.07970570202329859
Electronic City,1600.0,3.0,2.0,3.0,104.0,0.065
Old Airport Road,1150.0,2.0,1.0,2.0,90.0,0.0782608695652174
Sarjapur  Road,1263.0,2.0,1.0,2.0,78.0,0.06175771971496437
Kanakpura Road,1299.0,2.0,2.0,2.0,85.0,0.06543494996150885
Banashankari,1330.0,2.0,1.0,2.0,78.0,0.058646616541353384
Devanahalli,1282.0,2.0,2.0,3.0,52.43,0.040897035881435256
Bannerghatta Road,1600.0,3.0,2.0,3.0,95.0,0.059375
Hebbal,919.0,2.0,1.0,2.0,49.0,0.05331882480957562
Whitefield,1386.0,3.0,1.0,3.0,57.46,0.04145743145743146
Harlur,1197.0,2.0,1.0,2.0,79.0,0.06599832915622389
Old Airport Road,2690.0,4.0,3.0,4.0,191.0,0.07100371747211896
Bommasandra,1295.0,2.0,1.0,3.0,50.28,0.038826254826254826
Whitefield,1132.0,2.0,1.0,2.0,79.28,0.07003533568904594
Hebbal,1645.0,3.0,2.0,3.0,135.0,0.08206686930091185
Whitefield,1200.0,2.0,1.0,2.0,45.84,0.038200000000000005
Whitefield,3000.0,4.0,0.0,4.0,330.0,0.11
Marathahalli,1937.0,3.0,2.0,3.0,140.0,0.07227671657201859
Doddathoguru,1015.0,2.0,2.0,2.0,33.5,0.03300492610837438
Kengeri Satellite Town,1149.0,2.0,2.0,3.0,29.0,0.025239338555265448
Kothanur,1185.0,2.0,2.0,2.0,59.0,0.049789029535864976
Hebbal,2080.0,3.0,3.0,3.0,175.0,0.08413461538461539
Yelahanka,1566.0,3.0,2.0,3.0,97.0,0.06194125159642401
Rajaji Nagar,2386.0,3.0,0.0,3.0,334.0,0.1399832355406538
KR Puram,1290.0,2.0,1.0,2.0,49.02,0.038
Electronic City Phase II,1400.0,2.0,2.0,3.0,40.43,0.028878571428571427
Electronic City,550.0,1.0,1.0,2.0,15.0,0.02727272727272727
Whitefield,1140.0,2.0,2.0,2.0,39.0,0.034210526315789476
Tumkur Road,1343.5,3.0,0.0,3.0,57.76,0.04299218459248232
Whitefield,2830.0,5.0,2.0,4.0,160.0,0.05653710247349823
Uttarahalli,1315.0,2.0,2.0,3.0,74.0,0.05627376425855513
Varthur,1111.0,2.0,2.0,2.0,41.88,0.0376957695769577
Bannerghatta Road,1275.0,2.0,2.0,2.0,65.0,0.050980392156862744
Rachenahalli,1224.0,2.0,3.0,2.0,39.2,0.03202614379084968
Rachenahalli,1050.0,2.0,2.0,2.0,52.1,0.04961904761904762
Kudlu Gate,1535.0,3.0,2.0,3.0,86.0,0.056026058631921824
Bellandur,1050.0,2.0,2.0,2.0,72.0,0.06857142857142857
Hosa Road,1513.0,3.0,1.0,3.0,103.0,0.0680766688697951
Gottigere,1621.0,3.0,3.0,3.0,72.0,0.04441702652683529
Bannerghatta Road,892.0,2.0,1.0,2.0,39.0,0.043721973094170405
Whitefield,1205.0,2.0,1.0,2.0,40.0,0.03319502074688797
Hebbal,1355.0,3.0,2.0,3.0,83.87,0.06189667896678967
Indira Nagar,1400.0,2.0,2.0,2.0,168.0,0.12
Kengeri,726.0,2.0,1.0,2.0,35.0,0.048209366391184574
Hebbal,3895.0,4.0,2.0,4.0,405.0,0.10397946084724005
Horamavu Agara,1079.0,2.0,2.0,2.0,41.0,0.037998146431881374
Begur Road,1170.0,2.0,2.0,2.0,46.0,0.039316239316239315
Doddathoguru,1104.0,2.0,2.0,2.0,39.0,0.035326086956521736
Kanakpura Road,950.0,2.0,1.0,2.0,45.0,0.04736842105263158
Ramagondanahalli,1215.0,2.0,1.0,2.0,45.5,0.037448559670781895
Talaghattapura,1868.0,3.0,1.0,3.0,135.0,0.07226980728051392
Electronic City,1130.0,2.0,1.0,2.0,32.63,0.02887610619469027
Kanakpura Road,1570.0,3.0,3.0,3.0,64.5,0.0410828025477707
Sarjapur  Road,1691.0,3.0,1.0,3.0,98.0,0.0579538734476641
Hulimavu,1225.0,2.0,2.0,2.0,55.0,0.044897959183673466
JP Nagar,1690.0,3.0,2.0,3.0,112.0,0.06627218934911243
Thigalarapalya,1418.0,2.0,2.0,2.0,103.0,0.07263751763046544
Electronic City Phase II,900.0,2.0,2.0,2.0,32.5,0.03611111111111111
Hoodi,780.0,3.0,1.0,3.0,62.0,0.07948717948717948
Sarjapur  Road,3416.5,6.0,0.0,4.0,143.0,0.04185570027806235
Thanisandra,3216.0,4.0,1.0,4.0,226.0,0.07027363184079602
Kudlu,1092.0,2.0,2.0,2.0,44.0,0.040293040293040296
Hulimavu,1255.0,2.0,2.0,2.0,74.0,0.05896414342629482
Electronic City,1500.0,2.0,1.0,3.0,100.0,0.06666666666666667
Thanisandra,1296.0,2.0,2.0,2.0,72.0,0.05555555555555555
Raja Rajeshwari Nagar,1023.0,2.0,2.0,2.0,42.0,0.04105571847507331
Thanisandra,1020.0,2.0,1.0,2.0,44.5,0.043627450980392155
Hosakerehalli,1925.0,2.0,1.0,2.0,50.0,0.025974025974025976
Jakkur,1374.0,3.0,2.0,3.0,68.0,0.049490538573508006
Green Glen Layout,1725.0,3.0,2.0,3.0,130.0,0.07536231884057971
Bisuvanahalli,1075.0,2.0,1.0,3.0,50.0,0.046511627906976744
Marathahalli,1550.0,3.0,2.0,3.0,83.0,0.053548387096774196
Uttarahalli,1215.0,2.0,2.0,3.0,52.85,0.04349794238683128
Hebbal,2483.0,5.0,2.0,4.0,230.0,0.09262988320579943
Kanakpura Road,1452.0,3.0,3.0,3.0,60.98,0.04199724517906336
Electronic City Phase II,1329.0,2.0,2.0,3.0,41.0,0.030850263355906696
Sarjapur  Road,1350.0,3.0,3.0,3.0,39.97,0.029607407407407405
Uttarahalli,1312.5,3.0,0.0,3.0,51.19,0.03900190476190476
Hebbal,2600.0,3.0,2.0,3.0,195.0,0.075
Electronic City Phase II,1220.0,3.0,1.0,3.0,35.23,0.028877049180327866
Somasundara Palya,1329.0,2.0,2.0,2.0,70.0,0.0526711813393529
Chandapura,1200.0,2.0,1.0,2.0,60.0,0.05
Kalena Agrahara,800.0,2.0,2.0,2.0,30.0,0.0375
Hormavu,1500.0,3.0,3.0,3.0,70.0,0.04666666666666667
Bannerghatta Road,1880.0,3.0,2.0,3.0,95.0,0.05053191489361702
Electronic City,1440.0,2.0,2.0,3.0,55.0,0.03819444444444445
Akshaya Nagar,1575.0,3.0,0.0,3.0,90.0,0.05714285714285714
Yelahanka,1180.0,3.0,1.0,3.0,55.0,0.046610169491525424
Varthur,1097.0,2.0,1.0,2.0,33.82,0.03082953509571559
Raja Rajeshwari Nagar,1070.0,2.0,1.0,2.0,50.0,0.04672897196261682
Jigani,937.0,2.0,1.0,2.0,44.0,0.04695837780149413
Green Glen Layout,1075.0,2.0,1.0,2.0,60.0,0.05581395348837209
Panathur,1000.0,2.0,1.0,2.0,65.3,0.0653
Kasavanhalli,1450.0,3.0,0.0,3.0,77.41,0.05338620689655172
Marathahalli,1350.0,2.0,1.0,2.0,86.0,0.0637037037037037
Devanahalli,1174.0,2.0,1.0,2.0,59.0,0.05025553662691652
Hosur Road,1890.0,3.0,2.0,3.0,162.0,0.08571428571428572
Gottigere,1304.0,3.0,3.0,3.0,80.0,0.06134969325153374
Yelahanka,1653.0,3.0,2.0,3.0,120.0,0.07259528130671507
Bisuvanahalli,1075.0,2.0,1.0,3.0,52.0,0.04837209302325581
7th Phase JP Nagar,1212.0,3.0,1.0,2.0,42.0,0.034653465346534656
Rajaji Nagar,3436.0,6.0,3.0,4.0,500.0,0.14551804423748546
Kudlu Gate,1532.0,3.0,2.0,3.0,83.0,0.054177545691906005
Uttarahalli,1325.0,2.0,1.0,2.0,53.0,0.04
Electronic City,1156.0,2.0,2.0,3.0,44.0,0.03806228373702422
R.T. Nagar,2000.0,4.0,2.0,4.0,320.0,0.16
Bannerghatta Road,1260.0,2.0,2.0,2.0,70.0,0.05555555555555555
Vittasandra,1934.0,2.0,0.0,2.0,90.0,0.04653567735263702
Kasavanhalli,1476.0,3.0,1.0,3.0,95.0,0.06436314363143632
Hulimavu,1175.0,2.0,0.0,2.0,45.0,0.03829787234042553
Indira Nagar,2400.0,4.0,2.0,4.0,525.0,0.21875
Whitefield,1195.0,2.0,1.0,2.0,70.0,0.058577405857740586
Hosur Road,1180.0,2.0,2.0,2.0,36.5,0.03093220338983051
Jakkur,1050.0,2.0,1.0,2.0,49.87,0.04749523809523809
Electronic City,1400.0,2.0,1.0,3.0,40.44,0.028885714285714285
Subramanyapura,929.0,2.0,1.0,2.0,48.0,0.05166846071044134
Jigani,1252.0,3.0,3.0,3.0,61.0,0.048722044728434506
Green Glen Layout,1485.0,3.0,2.0,3.0,115.0,0.07744107744107744
Electronics City Phase 1,1124.0,2.0,2.0,3.0,55.0,0.04893238434163701
TC Palaya,2400.0,6.0,3.0,6.0,370.0,0.15416666666666667
Indira Nagar,1407.0,3.0,1.0,3.0,120.0,0.08528784648187633
Hennur Road,1482.0,2.0,3.0,3.0,97.0,0.06545209176788123
Jalahalli,1570.0,3.0,2.0,3.0,140.0,0.08917197452229299
Whitefield,3480.0,4.0,0.0,3.0,284.0,0.08160919540229886
Chandapura,520.0,1.0,1.0,1.0,14.04,0.027
Electronic City,1152.0,2.0,1.0,2.0,65.0,0.05642361111111111
Marathahalli,957.0,2.0,1.0,2.0,47.0,0.04911180773249739
Ramamurthy Nagar,1150.0,2.0,2.0,2.0,51.0,0.04434782608695652
Whitefield,1738.0,2.0,3.0,3.0,79.0,0.045454545454545456
Bommanahalli,1250.0,3.0,2.0,3.0,55.0,0.044
Bannerghatta Road,1788.0,3.0,2.0,3.0,90.0,0.050335570469798654
Kanakapura,1151.0,2.0,1.0,2.0,59.0,0.051259774109470024
Uttarahalli,1300.0,2.0,2.0,3.0,60.0,0.046153846153846156
Hebbal,1645.0,3.0,2.0,3.0,117.0,0.07112462006079028
7th Phase JP Nagar,1175.0,2.0,2.0,2.0,82.5,0.07021276595744681
Balagere,1007.0,2.0,1.0,2.0,65.0,0.06454816285998013
Kothanur,1436.0,3.0,3.0,3.0,70.0,0.04874651810584958
Somasundara Palya,2372.0,3.0,0.0,3.0,140.0,0.05902192242833052
Rajaji Nagar,1200.0,2.0,0.0,2.0,150.0,0.125
Dodda Nekkundi,1100.0,2.0,2.0,2.0,48.0,0.04363636363636364
Electronic City,1070.0,2.0,1.0,2.0,60.0,0.056074766355140186
Hennur,1040.0,2.0,2.0,2.0,42.12,0.040499999999999994
Tumkur Road,1137.5,2.0,0.0,2.0,48.905,0.04299340659340659
Thanisandra,1430.0,2.0,2.0,3.0,51.6,0.03608391608391608
Rajaji Nagar,1160.0,1.0,0.0,2.0,163.0,0.14051724137931035
Rachenahalli,1050.0,2.0,2.0,2.0,53.5,0.05095238095238095
Hebbal,1251.0,2.0,1.0,2.0,88.73,0.07092725819344525
HSR Layout,1600.0,2.0,2.0,3.0,115.0,0.071875
Electronic City,1128.0,2.0,1.0,2.0,65.5,0.05806737588652482
Budigere,1820.0,3.0,2.0,3.0,93.0,0.0510989010989011
Thigalarapalya,2072.0,4.0,2.0,3.0,159.0,0.07673745173745174
Raja Rajeshwari Nagar,1510.0,2.0,3.0,3.0,59.0,0.0390728476821192
Hoodi,1925.0,2.0,3.0,3.0,114.0,0.05922077922077922
Hennur Road,2651.0,2.0,2.0,3.0,225.0,0.08487363259147492
Thigalarapalya,2072.0,4.0,2.0,3.0,147.0,0.07094594594594594
KR Puram,1752.0,3.0,2.0,3.0,145.0,0.08276255707762557
Sahakara Nagar,960.0,2.0,3.0,2.0,56.0,0.058333333333333334
Lakshminarayana Pura,1200.0,2.0,1.0,2.0,75.0,0.0625
Bisuvanahalli,1180.0,2.0,1.0,3.0,46.0,0.03898305084745763
Bannerghatta Road,1157.0,2.0,0.0,2.0,40.0,0.03457216940363008
Kanakpura Road,1300.0,3.0,2.0,3.0,69.0,0.05307692307692308
Hegde Nagar,2006.0,4.0,2.0,3.0,196.0,0.09770687936191426
Jakkur,1290.0,2.0,1.0,2.0,80.0,0.06201550387596899
Lakshminarayana Pura,1200.0,2.0,2.0,2.0,75.0,0.0625
Hormavu,1725.0,3.0,2.0,3.0,85.0,0.04927536231884058
Kanakpura Road,700.0,2.0,1.0,2.0,40.0,0.05714285714285714
Hoodi,1112.0,2.0,1.0,2.0,88.0,0.07913669064748201
Somasundara Palya,1178.0,2.0,0.0,2.0,78.0,0.06621392190152801
Doddathoguru,915.0,2.0,1.0,2.0,32.0,0.034972677595628415
Hosur Road,760.0,1.0,2.0,1.0,21.28,0.028
Kanakpura Road,1450.0,3.0,3.0,3.0,54.3,0.03744827586206896
Uttarahalli,850.0,2.0,2.0,2.0,35.0,0.041176470588235294
Green Glen Layout,1715.0,3.0,2.0,3.0,115.0,0.06705539358600583
Basavangudi,2300.0,3.0,0.0,3.0,317.0,0.13782608695652174
Electronic City,1200.0,2.0,1.0,2.0,59.0,0.049166666666666664
8th Phase JP Nagar,1080.0,2.0,2.0,2.0,38.0,0.03518518518518519
Kasavanhalli,1200.0,2.0,1.0,2.0,50.3,0.041916666666666665
Banashankari,1400.0,2.0,1.0,3.0,78.0,0.055714285714285716
Kanakpura Road,458.0,1.0,0.0,1.0,19.695,0.04300218340611354
Marathahalli,1230.0,2.0,1.0,2.0,57.0,0.046341463414634146
Banashankari,1700.0,3.0,2.0,3.0,125.0,0.07352941176470588
Bommasandra,1478.0,2.0,0.0,3.0,44.0,0.029769959404600813
Banashankari,1020.0,2.0,2.0,2.0,40.79,0.03999019607843137
Nagarbhavi,1200.0,2.0,1.0,2.0,150.0,0.125
Yelahanka,1275.0,2.0,2.0,3.0,95.0,0.07450980392156863
Kanakapura,1110.0,2.0,2.0,2.0,38.85,0.035
Uttarahalli,1627.86,3.0,2.0,3.0,88.0,0.054058702836853295
Whitefield,3004.0,4.0,2.0,4.0,285.0,0.09487350199733688
Hosa Road,1133.0,2.0,1.0,2.0,52.0,0.04589585172109444
Hennur Road,1182.0,2.0,2.0,2.0,82.5,0.06979695431472081
Tumkur Road,1500.0,3.0,3.0,3.0,100.0,0.06666666666666667
Hebbal Kempapura,3900.0,5.0,0.0,4.0,360.0,0.09230769230769231
Marathahalli,1200.0,2.0,2.0,2.0,58.0,0.04833333333333333
Raja Rajeshwari Nagar,1128.0,2.0,1.0,2.0,48.79,0.04325354609929078
Malleshwaram,2345.0,3.0,0.0,3.0,293.0,0.12494669509594883
Kengeri Satellite Town,635.0,1.0,1.0,2.0,22.0,0.03464566929133858
Vidyaranyapura,600.0,3.0,2.0,4.0,78.0,0.13
Old Madras Road,1171.0,2.0,2.0,2.0,75.0,0.06404782237403928
Sarjapur,2020.0,3.0,3.0,3.0,85.0,0.04207920792079208
8th Phase JP Nagar,1059.0,2.0,2.0,2.0,34.5,0.032577903682719546
Panathur,1315.0,2.0,1.0,3.0,59.1,0.04494296577946768
Jakkur,1760.0,3.0,2.0,3.0,110.0,0.0625
Hennur Road,1192.0,2.0,1.0,3.0,62.0,0.05201342281879195
Hebbal,1645.0,3.0,2.0,3.0,121.0,0.07355623100303951
Whitefield,1250.0,2.0,2.0,2.0,72.0,0.0576
Whitefield,709.0,1.0,0.0,1.0,34.385,0.04849788434414668
Whitefield,1340.0,2.0,1.0,2.0,77.0,0.057462686567164176
Hosa Road,1369.1,2.0,1.0,2.0,104.0,0.07596231100723103
Bannerghatta Road,1150.0,2.0,2.0,2.0,65.0,0.05652173913043478
Kanakapura,1938.0,3.0,3.0,3.0,113.0,0.058307533539731685
Begur Road,2462.0,4.0,3.0,4.0,124.0,0.050365556458164096
Budigere,1636.0,3.0,2.0,3.0,85.0,0.0519559902200489
Akshaya Nagar,1430.0,2.0,2.0,3.0,75.0,0.05244755244755245
Electronic City Phase II,993.0,2.0,2.0,3.0,50.0,0.050352467270896276
Kanakpura Road,1700.0,3.0,3.0,3.0,88.0,0.05176470588235294
Yelahanka,1270.0,2.0,2.0,2.0,78.0,0.06141732283464567
Koramangala,2300.0,3.0,3.0,3.0,290.0,0.12608695652173912
Marathahalli,1650.0,3.0,3.0,3.0,86.45,0.052393939393939395
Panathur,1109.0,2.0,1.0,2.0,63.0,0.056807935076645624
Sarjapur,2885.0,3.0,1.0,4.0,185.0,0.06412478336221837
Devanahalli,1600.0,3.0,2.0,3.0,180.0,0.1125
Kothanur,1462.0,3.0,3.0,3.0,71.0,0.04856361149110807
Marathahalli,607.0,1.0,1.0,1.0,35.0,0.057660626029654036
Malleshwaram,2600.0,3.0,1.0,3.0,237.0,0.09115384615384615
JP Nagar,3000.0,4.0,2.0,4.0,140.0,0.04666666666666667
Electronic City Phase II,1418.0,3.0,2.0,3.0,52.47,0.037002820874471085
CV Raman Nagar,1825.0,3.0,2.0,3.0,126.0,0.06904109589041096
Whitefield,1320.0,2.0,3.0,2.0,79.5,0.060227272727272727
JP Nagar,3000.0,4.0,2.0,4.0,140.0,0.04666666666666667
Whitefield,750.0,2.0,1.0,2.0,52.7,0.07026666666666667
Yelahanka,1400.0,2.0,2.0,3.0,80.54,0.057528571428571436
Mahadevpura,3295.0,4.0,2.0,5.0,260.0,0.07890743550834597
Whitefield,1200.0,3.0,1.0,3.0,61.96,0.05163333333333334
Gottigere,812.0,1.0,1.0,1.0,26.0,0.03201970443349754
KR Puram,1100.0,2.0,2.0,2.0,43.0,0.03909090909090909
Whitefield,1180.0,2.0,2.0,2.0,41.0,0.03474576271186441
HSR Layout,1145.0,2.0,2.0,2.0,48.0,0.04192139737991266
Haralur Road,1027.0,2.0,1.0,2.0,44.0,0.042843232716650435
Hegde Nagar,1200.0,2.0,0.0,2.0,75.0,0.0625
Whitefield,3000.0,4.0,3.0,4.0,306.0,0.102
7th Phase JP Nagar,3300.0,4.0,3.0,3.0,160.0,0.048484848484848485
JP Nagar,1300.0,2.0,1.0,2.0,109.0,0.08384615384615385
Hebbal Kempapura,1300.0,2.0,2.0,2.0,102.0,0.07846153846153846
Hosa Road,1512.0,3.0,1.0,3.0,123.0,0.08134920634920635
Bhoganhalli,1053.4,3.0,1.0,3.0,88.91,0.08440288589329788
Yeshwanthpur,605.0,1.0,0.0,1.0,41.745,0.06899999999999999
Hormavu,1153.0,2.0,1.0,2.0,65.0,0.05637467476149176
Hulimavu,1255.0,2.0,2.0,2.0,69.0,0.0549800796812749
Bannerghatta Road,2835.0,5.0,0.0,4.0,260.0,0.09171075837742504
Marathahalli,1583.0,3.0,3.0,3.0,109.0,0.06885660138976626
Subramanyapura,975.0,2.0,1.0,2.0,63.0,0.06461538461538462
Channasandra,1115.0,2.0,1.0,2.0,40.0,0.03587443946188341
Sarjapur  Road,1308.0,2.0,1.0,2.0,83.0,0.06345565749235474
Uttarahalli,1490.0,2.0,2.0,3.0,59.6,0.04
Sarjapur  Road,1592.0,3.0,1.0,3.0,91.0,0.0571608040201005
Rajaji Nagar,1222.0,2.0,0.0,2.0,112.0,0.09165302782324058
Raja Rajeshwari Nagar,1267.0,2.0,2.0,2.0,42.85,0.03382004735595896
Balagere,656.0,1.0,1.0,1.0,53.0,0.08079268292682927
Dodda Nekkundi,3400.0,4.0,3.0,4.0,530.0,0.15588235294117647
Chandapura,1200.0,1.0,1.0,2.0,36.0,0.03
Thanisandra,1698.0,3.0,2.0,3.0,102.0,0.06007067137809187
Electronic City,1152.0,2.0,1.0,2.0,65.75,0.057074652777777776
Raja Rajeshwari Nagar,550.0,1.0,0.0,1.0,21.0,0.038181818181818185
Akshaya Nagar,1419.0,2.0,3.0,3.0,73.0,0.05144467935165609
Gottigere,990.0,2.0,1.0,2.0,40.0,0.04040404040404041
Sarjapur  Road,1016.0,2.0,1.0,2.0,45.0,0.04429133858267716
Bannerghatta Road,1100.0,2.0,0.0,2.0,39.0,0.035454545454545454
Ramamurthy Nagar,850.0,2.0,1.0,4.0,65.0,0.07647058823529412
Whitefield,1095.0,2.0,1.0,2.0,35.0,0.0319634703196347
Budigere,1444.0,2.0,2.0,2.0,70.0,0.04847645429362881
Whitefield,1415.0,2.0,3.0,2.0,67.0,0.04734982332155477
Whitefield,1105.0,2.0,1.0,2.0,41.36,0.03742986425339367
Electronic City,1225.0,3.0,0.0,3.0,45.03,0.036759183673469385
Frazer Town,2560.0,3.0,2.0,3.0,265.0,0.103515625
Kanakpura Road,1080.0,2.0,1.0,2.0,37.8,0.034999999999999996
Talaghattapura,1856.0,3.0,2.0,3.0,135.0,0.07273706896551724
Haralur Road,1464.0,3.0,2.0,3.0,56.0,0.03825136612021858
Sarjapur  Road,1150.0,2.0,2.0,2.0,77.0,0.06695652173913043
Whitefield,2094.0,3.0,0.0,3.0,113.19,0.05405444126074498
5th Phase JP Nagar,1485.0,2.0,2.0,3.0,67.0,0.04511784511784512
Whitefield,1200.0,2.0,1.0,2.0,45.0,0.0375
Hennur Road,1036.0,2.0,1.0,2.0,59.46,0.057393822393822395
Whitefield,3445.0,5.0,3.0,4.0,270.0,0.0783744557329463
Bommanahalli,1110.0,2.0,2.0,2.0,33.0,0.02972972972972973
Kodichikkanahalli,1150.0,2.0,3.0,2.0,48.0,0.04173913043478261
Rajaji Nagar,1200.0,3.0,1.0,5.0,260.0,0.21666666666666667
Jakkur,2283.0,4.0,2.0,4.0,130.0,0.05694261936049058
Hormavu,1453.0,2.0,2.0,3.0,43.58,0.029993117687543012
Nagarbhavi,1400.0,2.0,1.0,3.0,85.0,0.060714285714285714
Whitefield,1700.0,3.0,1.0,3.0,140.0,0.08235294117647059
Kanakpura Road,1591.0,3.0,1.0,3.0,120.0,0.0754242614707731
Nagarbhavi,1515.0,2.0,1.0,3.0,79.0,0.05214521452145215
Marathahalli,2500.0,3.0,3.0,5.0,200.0,0.08
Chandapura,975.0,2.0,1.0,2.0,24.86,0.025497435897435895
Yeshwanthpur,1382.0,2.0,2.0,3.0,76.18,0.05512301013024602
Yelahanka,1391.0,2.0,2.0,3.0,64.5,0.04636951833213515
Begur Road,1160.0,2.0,2.0,2.0,42.92,0.037
Chandapura,620.0,1.0,1.0,1.0,27.0,0.043548387096774194
Kanakpura Road,1482.0,3.0,3.0,3.0,60.98,0.041147098515519565
Whitefield,1405.0,2.0,2.0,2.0,84.5,0.0601423487544484
Harlur,1174.0,2.0,1.0,2.0,78.0,0.06643952299829642
Thanisandra,1411.0,3.0,1.0,3.0,93.04,0.06593905031892275
