location,total_sqft,bath,balcony,bhk,price,price_per_square_foot
Thanisandra,1265.0,2.0,1.0,3.0,79.0,0.062450592885375494
Mysore Road,1525.0,3.0,2.0,3.0,96.0,0.06295081967213115
Harlur,1752.12,3.0,2.0,3.0,133.0,0.0759080428281168
Vittasandra,1404.0,2.0,1.0,2.0,67.5,0.04807692307692308
Raja Rajeshwari Nagar,1185.0,2.0,2.0,2.0,47.39,0.0399915611814346
Ramagondanahalli,1235.0,2.0,1.0,2.0,52.04,0.04213765182186235
Raja Rajeshwari Nagar,550.0,1.0,0.0,1.0,21.0,0.038181818181818185
BTM 2nd Stage,1850.0,3.0,0.0,3.0,170.0,0.0918918918918919
Green Glen Layout,1715.0,3.0,2.0,3.0,115.0,0.06705539358600583
Marathahalli,1650.0,3.0,2.0,3.0,85.0,0.051515151515151514
Hennur Road,1165.0,2.0,1.0,2.0,67.0,0.05751072961373391
JP Nagar,1250.0,2.0,2.0,2.0,93.0,0.0744
Hoodi,2065.5,4.0,0.0,4.0,91.915,0.04450012103606875
Haralur Road,1243.0,2.0,2.0,2.0,46.0,0.03700724054706356
Akshaya Nagar,1551.0,2.0,2.0,3.0,60.0,0.03868471953578337
Hebbal,1255.0,2.0,1.0,3.0,95.0,0.07569721115537849
Attibele,420.0,1.0,1.0,1.0,17.0,0.04047619047619048
Electronics City Phase 1,785.0,1.0,1.0,1.0,55.0,0.07006369426751592
Whitefield,2842.0,3.0,2.0,3.0,162.0,0.05700211118930331
Bellandur,2400.0,3.0,2.0,3.0,115.0,0.04791666666666667
Whitefield,1635.0,2.0,2.0,3.0,85.0,0.05198776758409786
Electronic City,1521.0,2.0,2.0,3.0,57.5,0.03780407626561473
Panathur,1205.0,2.0,2.0,2.0,62.9,0.052199170124481324
Sarjapur  Road,1665.0,3.0,2.0,3.0,74.93,0.04500300300300301
Begur Road,1240.0,2.0,2.0,2.0,45.88,0.037000000000000005
Electronic City,1400.0,2.0,1.0,3.0,48.0,0.03428571428571429
Kanakpura Road,1450.0,3.0,2.0,3.0,65.0,0.04482758620689655
7th Phase JP Nagar,1370.0,2.0,2.0,3.0,54.79,0.03999270072992701
Kaggadasapura,1515.0,3.0,0.0,3.0,83.3,0.05498349834983498
Haralur Road,3185.0,4.0,0.0,4.0,175.0,0.054945054945054944
Whitefield,3584.0,4.0,0.0,4.0,199.0,0.05552455357142857
Haralur Road,1735.0,3.0,2.0,3.0,97.0,0.05590778097982709
Uttarahalli,1025.0,2.0,1.0,2.0,35.88,0.03500487804878049
BTM 2nd Stage,1400.0,2.0,3.0,2.0,90.0,0.06428571428571428
Electronic City,1020.0,2.0,2.0,2.0,29.46,0.02888235294117647
Ramagondanahalli,1910.0,3.0,2.0,3.0,131.0,0.06858638743455497
Kanakpura Road,525.0,1.0,0.0,1.0,21.53,0.041009523809523815
Bellandur,1150.0,2.0,1.0,2.0,69.44,0.06038260869565217
Kanakpura Road,1703.0,3.0,2.0,3.0,126.0,0.0739870816206694
Panathur,1438.0,2.0,3.0,2.0,100.0,0.06954102920723226
Thanisandra,923.0,1.0,1.0,1.0,60.84,0.06591549295774649
Haralur Road,1140.0,2.0,2.0,2.0,43.0,0.037719298245614034
Kengeri Satellite Town,410.0,1.0,1.0,1.0,15.0,0.036585365853658534
Haralur Road,1027.0,2.0,2.0,2.0,44.0,0.042843232716650435
JP Nagar,3000.0,4.0,2.0,4.0,140.0,0.04666666666666667
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,40.54,0.03389632107023411
Hoodi,1644.0,3.0,3.0,3.0,80.51,0.0489720194647202
Chandapura,1015.0,2.0,2.0,2.0,25.88,0.025497536945812808
TC Palaya,1200.0,2.0,0.0,3.0,66.0,0.055
Raja Rajeshwari Nagar,3125.0,9.0,0.0,9.0,350.0,0.112
Thanisandra,1343.0,2.0,2.0,2.0,75.0,0.05584512285927029
Balagere,1007.0,2.0,1.0,2.0,66.0,0.06554121151936444
Devanahalli,1010.0,2.0,1.0,2.0,58.0,0.05742574257425743
Frazer Town,2900.0,4.0,2.0,4.0,325.0,0.11206896551724138
Electronic City,1108.0,2.0,1.0,2.0,63.0,0.05685920577617329
Vijayanagar,989.0,2.0,0.0,2.0,60.0,0.06066734074823053
Lakshminarayana Pura,1680.0,3.0,2.0,3.0,150.0,0.08928571428571429
Jakkur,1417.0,2.0,3.0,2.0,75.0,0.0529287226534933
TC Palaya,1200.0,2.0,0.0,3.0,66.0,0.055
Bhoganhalli,970.0,2.0,1.0,2.0,52.5,0.05412371134020619
Harlur,1197.0,2.0,1.0,2.0,76.0,0.06349206349206349
Hebbal,2600.0,3.0,2.0,3.0,195.0,0.075
Old Madras Road,1157.0,2.0,2.0,2.0,47.32,0.04089887640449438
Thigalarapalya,1830.0,3.0,2.0,3.0,133.0,0.0726775956284153
Thanisandra,2144.0,3.0,2.0,3.0,145.0,0.06763059701492537
Varthur,1120.0,2.0,2.0,2.0,44.24,0.0395
5th Phase JP Nagar,1550.0,3.0,3.0,3.0,75.0,0.04838709677419355
Whitefield,1200.0,2.0,1.0,2.0,46.13,0.038441666666666666
9th Phase JP Nagar,1100.0,2.0,1.0,2.0,65.0,0.05909090909090909
Kanakpura Road,525.0,1.0,1.0,1.0,26.01,0.049542857142857145
Attibele,3640.0,4.0,1.0,4.0,275.0,0.07554945054945054
Devanahalli,1290.0,2.0,1.0,3.0,62.0,0.04806201550387597
Hebbal,1255.0,3.0,2.0,3.0,77.68,0.061896414342629484
Raja Rajeshwari Nagar,1280.0,3.0,2.0,3.0,57.6,0.045
Uttarahalli,1150.0,2.0,2.0,2.0,70.0,0.06086956521739131
Ramagondanahalli,1235.0,2.0,1.0,2.0,49.3,0.03991902834008097
Whitefield,1195.0,2.0,1.0,2.0,62.38,0.05220083682008368
Ramamurthy Nagar,1515.0,3.0,3.0,3.0,65.0,0.0429042904290429
Kadugodi,1762.0,3.0,3.0,3.0,91.45,0.05190124858115778
Kengeri,1192.0,2.0,2.0,2.0,53.5,0.04488255033557047
Koramangala,1900.0,3.0,3.0,3.0,150.0,0.07894736842105263
Whitefield,1320.0,2.0,1.0,2.0,95.0,0.07196969696969698
Kengeri,400.0,1.0,1.0,1.0,25.0,0.0625
Sarjapur  Road,3905.0,7.0,0.0,5.0,290.0,0.07426376440460948
Bannerghatta Road,2185.0,3.0,3.0,4.0,120.0,0.05491990846681922
Raja Rajeshwari Nagar,1151.0,2.0,1.0,2.0,49.0,0.04257167680278019
Sarjapur  Road,1484.0,2.0,0.0,3.0,65.0,0.04380053908355795
Lakshminarayana Pura,1172.0,2.0,2.0,2.0,75.0,0.06399317406143344
Thanisandra,1595.0,3.0,1.0,3.0,110.0,0.06896551724137931
Yelahanka New Town,1000.0,2.0,1.0,2.0,44.0,0.044
Hennur,1040.0,2.0,2.0,2.0,42.12,0.040499999999999994
HSR Layout,1140.0,2.0,2.0,2.0,46.0,0.04035087719298246
Bommasandra,1400.0,2.0,3.0,3.0,45.0,0.03214285714285714
Jakkur,1482.0,3.0,2.0,3.0,86.0,0.058029689608636977
Hegde Nagar,1801.0,3.0,2.0,3.0,140.0,0.07773459189339256
Haralur Road,1817.0,3.0,2.0,3.0,110.0,0.06053935057787562
Whitefield,1116.0,2.0,3.0,2.0,51.91,0.046514336917562724
Whitefield,1024.0,2.0,1.0,2.0,32.0,0.03125
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2.0,48.7,0.04271929824561404
Harlur,1460.0,3.0,1.0,3.0,73.0,0.05
Begur Road,1160.0,2.0,2.0,2.0,44.0,0.03793103448275862
Whitefield,1451.0,2.0,2.0,3.0,46.4,0.03197794624396968
Harlur,1756.0,3.0,2.0,3.0,134.0,0.07630979498861047
Bhoganhalli,2119.0,4.0,3.0,4.0,111.0,0.052383199622463426
Uttarahalli,1000.0,2.0,1.0,2.0,35.0,0.035
Harlur,1174.0,2.0,1.0,2.0,69.0,0.05877342419080068
Lakshminarayana Pura,1600.0,2.0,1.0,3.0,108.0,0.0675
Hosakerehalli,3024.0,5.0,1.0,4.0,350.0,0.11574074074074074
Hoodi,1837.0,3.0,3.0,3.0,145.0,0.0789330430048993
Kanakpura Road,1100.0,3.0,1.0,3.0,52.97,0.04815454545454546
Whitefield,1277.0,2.0,1.0,2.0,61.3,0.04800313234142521
Kundalahalli,1397.0,3.0,3.0,3.0,105.0,0.07516105941302792
Sarjapur  Road,2100.0,3.0,2.0,3.0,125.0,0.05952380952380952
Lakshminarayana Pura,1336.0,2.0,2.0,2.0,100.0,0.0748502994011976
Gottigere,1435.0,2.0,3.0,3.0,62.0,0.04320557491289199
Akshaya Nagar,1666.0,3.0,0.0,3.0,95.0,0.05702280912364946
Whitefield,1230.0,2.0,2.0,2.0,59.0,0.04796747967479675
Bellandur,950.0,1.0,1.0,1.0,40.0,0.042105263157894736
Kasavanhalli,1476.0,3.0,0.0,3.0,89.0,0.06029810298102981
Thanisandra,2195.84,4.0,2.0,3.0,185.0,0.08425021859516175
Thigalarapalya,1297.0,2.0,2.0,2.0,103.0,0.07941403238242097
Haralur Road,1300.0,2.0,2.0,2.0,79.0,0.06076923076923077
Frazer Town,560.0,1.0,0.0,1.0,90.0,0.16071428571428573
Electronic City,995.0,2.0,1.0,2.0,48.0,0.04824120603015075
KR Puram,1200.0,2.0,1.0,2.0,42.0,0.035
Electronic City,1094.0,2.0,2.0,2.0,42.0,0.038391224862888484
Whitefield,2321.0,4.0,1.0,3.0,128.0,0.055148642826367944
Anekal,1200.0,1.0,1.0,2.0,36.0,0.03
Yelahanka New Town,1100.0,2.0,1.0,2.0,58.0,0.05272727272727273
Yelahanka,1327.0,2.0,3.0,2.0,85.0,0.0640542577241899
Electronics City Phase 1,1450.0,2.0,2.0,3.0,63.51,0.0438
Thanisandra,1678.0,3.0,2.0,3.0,125.0,0.07449344457687723
Harlur,1174.0,2.0,1.0,2.0,75.0,0.06388415672913117
Kanakpura Road,458.0,1.0,0.0,1.0,33.66,0.07349344978165938
JP Nagar,1590.0,2.0,3.0,3.0,85.0,0.05345911949685535
Thanisandra,1050.0,2.0,2.0,2.0,45.0,0.04285714285714286
Electronic City Phase II,2187.5,4.0,0.0,4.0,105.0,0.048
Kothanur,1075.0,2.0,2.0,2.0,53.0,0.04930232558139535
Sarjapur  Road,1026.0,2.0,1.0,2.0,60.55,0.05901559454191033
Koramangala,2292.0,4.0,1.0,3.0,275.0,0.1199825479930192
Marathahalli,1200.0,2.0,2.0,2.0,128.0,0.10666666666666667
Kanakpura Road,1250.0,3.0,3.0,3.0,62.6,0.05008
Akshaya Nagar,1662.0,3.0,0.0,3.0,90.0,0.05415162454873646
Doddathoguru,940.0,2.0,1.0,2.0,32.9,0.034999999999999996
Whitefield,2856.0,5.0,0.0,4.0,154.5,0.05409663865546219
Vittasandra,1246.0,2.0,1.0,2.0,67.0,0.05377207062600321
Thanisandra,2336.5,3.0,0.0,3.0,115.89,0.049599828803766316
Anekal,997.0,3.0,2.0,3.0,55.0,0.055165496489468405
Ramamurthy Nagar,1125.0,2.0,1.0,2.0,47.0,0.041777777777777775
Marathahalli,950.0,2.0,1.0,2.0,45.68,0.04808421052631579
HSR Layout,1372.0,2.0,1.0,2.0,68.0,0.04956268221574344
Nagarbhavi,1120.0,2.0,3.0,2.0,53.0,0.04732142857142857
Hormavu,1165.0,2.0,1.0,2.0,40.0,0.034334763948497854
Kanakpura Road,1100.0,2.0,1.0,3.0,52.97,0.04815454545454546
Whitefield,3606.0,4.0,2.0,4.0,312.0,0.08652246256239601
KR Puram,1200.0,2.0,3.0,2.0,47.0,0.03916666666666667
Doddathoguru,915.0,2.0,1.0,2.0,32.0,0.034972677595628415
Sarjapur  Road,1350.0,2.0,2.0,2.0,102.0,0.07555555555555556
Yelahanka,1600.0,2.0,3.0,3.0,75.0,0.046875
Hosa Road,1730.0,3.0,2.0,3.0,72.6,0.041965317919075144
Vijayanagar,1200.0,2.0,2.0,2.0,62.0,0.051666666666666666
Begur Road,1200.0,2.0,2.0,2.0,44.0,0.03666666666666667
Rajaji Nagar,3526.0,4.0,3.0,4.0,598.0,0.16959727736812252
Electronic City,1128.0,2.0,1.0,2.0,63.0,0.05585106382978723
Kanakpura Road,700.0,2.0,2.0,2.0,36.0,0.05142857142857143
Kanakpura Road,1706.0,3.0,2.0,3.0,135.0,0.07913247362250879
Sahakara Nagar,1291.0,2.0,2.0,2.0,72.3,0.05600309837335399
Lakshminarayana Pura,1172.0,2.0,1.0,2.0,75.0,0.06399317406143344
Nagarbhavi,1850.0,2.0,2.0,3.0,89.0,0.04810810810810811
Chikkalasandra,1090.0,2.0,1.0,2.0,47.42,0.0435045871559633
Yelahanka,1327.0,2.0,2.0,2.0,98.0,0.07385079125847777
Somasundara Palya,1200.0,2.0,2.0,2.0,75.0,0.0625
Sarjapur  Road,1403.0,3.0,3.0,3.0,51.63,0.036799714896650036
Hennur Road,1936.0,3.0,1.0,3.0,118.0,0.060950413223140494
Doddathoguru,1050.0,2.0,1.0,2.0,32.0,0.030476190476190476
Banashankari,1372.0,2.0,2.0,3.0,48.02,0.035
Horamavu Agara,1213.0,2.0,2.0,2.0,38.1,0.03140972794723825
Vidyaranyapura,1200.0,2.0,2.0,2.0,60.5,0.050416666666666665
Hosakerehalli,3205.0,4.0,2.0,4.0,300.0,0.093603744149766
Yelahanka,3050.0,5.0,1.0,5.0,213.0,0.06983606557377049
Hosa Road,1063.0,2.0,1.0,2.0,31.89,0.03
Electronic City,970.0,2.0,1.0,2.0,35.0,0.03608247422680412
Thanisandra,1226.0,2.0,1.0,2.0,65.0,0.05301794453507341
Brookefield,1142.0,2.0,2.0,2.0,70.0,0.06129597197898424
Sarjapur  Road,702.0,1.0,0.0,1.0,35.8,0.05099715099715099
Electronic City Phase II,1400.0,2.0,1.0,3.0,40.43,0.028878571428571427
Hebbal,2850.0,5.0,3.0,3.0,343.0,0.12035087719298246
7th Phase JP Nagar,2200.0,4.0,2.0,3.0,105.0,0.04772727272727273
Kudlu Gate,3850.0,6.0,0.0,4.0,205.0,0.053246753246753244
Kanakpura Road,458.0,1.0,0.0,1.0,19.695,0.04300218340611354
Kanakpura Road,525.0,1.0,1.0,1.0,26.0,0.049523809523809526
Whitefield,1537.0,2.0,3.0,3.0,70.0,0.04554326610279766
Kalena Agrahara,1270.0,2.0,2.0,2.0,100.0,0.07874015748031496
Electronic City,1152.0,2.0,1.0,2.0,65.75,0.057074652777777776
Kanakpura Road,1120.0,2.0,1.0,2.0,51.0,0.045535714285714284
Hebbal,2600.0,3.0,2.0,3.0,195.0,0.075
Budigere,1636.0,3.0,2.0,3.0,92.0,0.05623471882640587
Anekal,456.0,1.0,1.0,1.0,15.0,0.03289473684210526
BTM 2nd Stage,1200.0,2.0,2.0,2.0,70.0,0.058333333333333334
Thanisandra,971.5,2.0,0.0,2.0,36.435,0.03750386001029336
Haralur Road,1194.0,2.0,2.0,2.0,47.0,0.03936348408710218
Chandapura,800.0,1.0,2.0,2.0,30.0,0.0375
Whitefield,1200.0,3.0,2.0,3.0,56.58,0.04715
Tumkur Road,1027.0,2.0,1.0,2.0,60.0,0.05842259006815969
Kudlu,1110.0,2.0,1.0,2.0,46.0,0.04144144144144144
7th Phase JP Nagar,850.0,2.0,2.0,2.0,42.0,0.04941176470588235
Kudlu Gate,1464.0,3.0,3.0,2.0,56.0,0.03825136612021858
Kengeri,750.0,2.0,2.0,2.0,22.0,0.029333333333333333
Frazer Town,1750.0,3.0,2.0,3.0,150.0,0.08571428571428572
Whitefield,1530.0,3.0,3.0,3.0,73.0,0.04771241830065359
Kanakapura,1160.0,2.0,1.0,2.0,46.39,0.03999137931034483
Vijayanagar,1704.0,3.0,2.0,3.0,110.0,0.06455399061032864
Uttarahalli,850.0,2.0,2.0,2.0,37.93,0.04462352941176471
Jigani,1020.0,2.0,1.0,2.0,40.0,0.0392156862745098
Thanisandra,1697.0,3.0,2.0,3.0,114.0,0.06717737183264584
Marathahalli,1071.0,2.0,2.0,2.0,52.25,0.048786181139122316
Old Madras Road,1480.0,3.0,2.0,3.0,95.0,0.06418918918918919
Hoodi,1660.0,3.0,2.0,3.0,131.0,0.0789156626506024
Mysore Road,900.0,2.0,0.0,2.0,65.0,0.07222222222222222
Brookefield,1200.0,2.0,2.0,2.0,75.0,0.0625
KR Puram,1116.0,2.0,1.0,2.0,45.0,0.04032258064516129
Gottigere,1010.0,2.0,1.0,2.0,35.0,0.034653465346534656
Kengeri Satellite Town,1110.0,2.0,1.0,2.0,43.0,0.03873873873873874
Jakkur,1100.0,2.0,1.0,2.0,53.35,0.0485
Yeshwanthpur,1144.0,2.0,2.0,2.0,67.0,0.05856643356643357
Sarjapur  Road,2100.0,3.0,1.0,3.0,135.0,0.06428571428571428
Old Madras Road,3900.0,4.0,2.0,4.0,175.0,0.04487179487179487
Raja Rajeshwari Nagar,1141.0,2.0,1.0,2.0,60.0,0.05258545135845749
Kanakpura Road,1592.0,3.0,0.0,3.0,125.0,0.0785175879396985
Kudlu Gate,1535.0,3.0,1.0,3.0,78.0,0.050814332247557006
Kasavanhalli,1575.0,2.0,3.0,2.0,85.0,0.05396825396825397
Kanakpura Road,1700.0,3.0,3.0,3.0,120.0,0.07058823529411765
Malleshwaram,2215.0,4.0,1.0,3.0,310.0,0.1399548532731377
9th Phase JP Nagar,1466.0,2.0,2.0,2.0,71.0,0.048431105047748974
Sarjapur  Road,1881.0,3.0,2.0,3.0,145.0,0.07708665603402445
Begur Road,1410.0,2.0,3.0,3.0,52.17,0.037
Rajaji Nagar,1357.0,2.0,1.0,2.0,130.0,0.09579955784819455
Thanisandra,1075.0,2.0,2.0,2.0,45.8,0.0426046511627907
Electronics City Phase 1,580.0,1.0,1.0,1.0,27.0,0.04655172413793104
CV Raman Nagar,1200.0,2.0,1.0,5.0,100.0,0.08333333333333333
Kasavanhalli,1476.0,3.0,1.0,3.0,95.0,0.06436314363143632
Sarjapur  Road,1035.0,2.0,2.0,2.0,49.0,0.04734299516908213
Indira Nagar,3200.0,4.0,0.0,4.0,440.0,0.1375
Haralur Road,1309.0,2.0,1.0,2.0,82.0,0.06264323911382735
Malleshwaram,2475.0,4.0,3.0,3.0,326.0,0.1317171717171717
Chandapura,645.0,1.0,1.0,1.0,16.45,0.025503875968992246
Kanakpura Road,525.0,1.0,1.0,1.0,27.0,0.05142857142857143
Uttarahalli,1090.0,2.0,2.0,2.0,45.0,0.04128440366972477
Panathur,1861.0,3.0,3.0,3.0,92.0,0.049435787211176786
Sahakara Nagar,1200.0,2.0,1.0,2.0,136.0,0.11333333333333333
Kengeri,1255.0,2.0,2.0,2.0,50.0,0.0398406374501992
Hebbal,1500.0,3.0,1.0,3.0,150.0,0.1
Hosa Road,1143.0,2.0,1.0,2.0,34.2,0.029921259842519688
Yelahanka New Town,680.0,1.0,1.0,2.0,80.0,0.11764705882352941
Frazer Town,2079.0,3.0,3.0,3.0,220.0,0.10582010582010581
CV Raman Nagar,1285.0,2.0,2.0,2.0,65.0,0.05058365758754864
Electronics City Phase 1,1595.0,3.0,2.0,3.0,75.0,0.047021943573667714
Whitefield,1105.0,2.0,1.0,2.0,35.36,0.032
Green Glen Layout,1715.0,3.0,3.0,3.0,120.0,0.06997084548104957
Whitefield,2225.0,3.0,1.0,3.0,149.0,0.06696629213483146
Hebbal,2483.0,5.0,2.0,4.0,215.0,0.08658880386629078
Electronic City Phase II,1116.0,2.0,2.0,2.0,40.0,0.035842293906810034
Kalena Agrahara,1000.0,2.0,2.0,2.0,33.0,0.033
5th Phase JP Nagar,1240.0,3.0,2.0,3.0,60.0,0.04838709677419355
Thigalarapalya,2072.0,4.0,2.0,3.0,159.0,0.07673745173745174
Kengeri Satellite Town,1060.0,2.0,3.0,2.0,42.0,0.03962264150943396
Hoodi,3385.0,4.0,1.0,4.0,220.0,0.06499261447562776
Hennur Road,1981.0,3.0,1.0,3.0,134.0,0.06764260474507824
Sarjapur  Road,1691.0,3.0,1.0,3.0,98.0,0.0579538734476641
Kanakpura Road,1204.0,2.0,1.0,2.0,82.0,0.0681063122923588
Kalena Agrahara,1354.0,2.0,2.0,2.0,71.0,0.05243722304283604
Kalena Agrahara,1222.0,2.0,3.0,2.0,48.0,0.03927986906710311
Kothanur,1828.0,3.0,0.0,3.0,110.0,0.060175054704595186
Electronic City,770.0,1.0,1.0,2.0,39.9,0.05181818181818182
Hebbal,1440.0,2.0,1.0,2.0,115.0,0.0798611111111111
Vidyaranyapura,1100.0,2.0,1.0,2.0,54.0,0.04909090909090909
Kudlu Gate,1215.0,2.0,1.0,2.0,44.96,0.037004115226337446
Uttarahalli,661.0,1.0,1.0,1.0,36.0,0.05446293494704992
Hormavu,980.0,2.0,2.0,2.0,42.0,0.04285714285714286
Kengeri Satellite Town,795.0,2.0,2.0,2.0,32.0,0.04025157232704402
Kanakpura Road,700.0,1.0,1.0,2.0,41.0,0.05857142857142857
Sarjapur  Road,2238.0,3.0,1.0,3.0,140.0,0.06255585344057193
Electronic City,1571.0,3.0,2.0,3.0,105.0,0.0668364099299809
Kodichikkanahalli,1620.0,2.0,2.0,3.0,85.0,0.05246913580246913
Harlur,1710.0,3.0,3.0,3.0,85.0,0.049707602339181284
Sarjapur  Road,1044.0,2.0,2.0,2.0,55.0,0.05268199233716475
HSR Layout,1120.0,2.0,1.0,2.0,70.0,0.0625
Anekal,680.0,1.0,1.0,2.0,21.0,0.030882352941176472
Thanisandra,1430.0,2.0,2.0,3.0,56.0,0.039160839160839164
BTM 2nd Stage,1265.0,2.0,2.0,2.0,55.0,0.043478260869565216
Old Madras Road,1350.0,3.0,1.0,3.0,47.25,0.035
Hennur Road,1359.0,2.0,2.0,2.0,104.0,0.07652685798381163
Thigalarapalya,2072.0,4.0,2.0,3.0,151.0,0.07287644787644787
Bannerghatta Road,1250.0,2.0,0.0,2.0,48.0,0.0384
Budigere,1162.0,2.0,1.0,2.0,57.0,0.04905335628227195
Electronic City Phase II,1252.0,2.0,1.0,2.0,67.0,0.05351437699680511
Sarjapur  Road,3800.0,3.0,3.0,4.0,325.0,0.08552631578947369
Uttarahalli,1215.0,2.0,2.0,3.0,52.85,0.04349794238683128
Bisuvanahalli,873.0,2.0,1.0,3.0,40.0,0.045819014891179836
Chikkalasandra,1275.0,2.0,2.0,3.0,55.46,0.04349803921568628
Banashankari,1195.0,2.0,1.0,2.0,35.84,0.02999163179916318
Sarjapur  Road,1220.0,3.0,2.0,3.0,58.0,0.047540983606557376
Hebbal,1645.0,3.0,2.0,3.0,117.0,0.07112462006079028
Basavangudi,2600.0,4.0,3.0,4.0,260.0,0.1
Electronic City,635.0,1.0,0.0,1.0,28.0,0.04409448818897638
Yelahanka,890.0,2.0,0.0,2.0,40.0,0.0449438202247191
Kanakpura Road,1591.0,3.0,1.0,3.0,120.0,0.0754242614707731
Yelahanka New Town,350.0,1.0,1.0,1.0,13.5,0.03857142857142857
Koramangala,2246.0,3.0,0.0,3.0,300.0,0.13357079252003562
Hennur Road,973.0,2.0,1.0,2.0,56.0,0.05755395683453238
Jigani,1252.0,3.0,3.0,3.0,70.0,0.05591054313099041
Yelahanka,1132.5,2.0,0.0,2.0,48.13,0.04249889624724062
Attibele,2168.0,4.0,2.0,4.0,95.0,0.04381918819188192
Hormavu,1196.0,2.0,1.0,2.0,44.8,0.03745819397993311
Balagere,675.0,1.0,1.0,1.0,45.0,0.06666666666666667
Marathahalli,1910.0,3.0,3.0,3.0,119.0,0.06230366492146597
Haralur Road,1027.0,2.0,2.0,2.0,44.0,0.042843232716650435
Sarjapur,1175.0,2.0,2.0,2.0,42.0,0.03574468085106383
Bhoganhalli,1395.0,2.0,2.0,3.0,70.0,0.05017921146953405
Sarjapur  Road,1145.0,2.0,1.0,2.0,62.0,0.05414847161572053
TC Palaya,1330.0,3.0,3.0,3.0,46.56,0.03500751879699248
Hennur,1255.0,2.0,1.0,2.0,58.0,0.046215139442231074
Akshaya Nagar,1662.0,3.0,3.0,3.0,85.1,0.05120336943441636
Channasandra,1115.0,2.0,1.0,2.0,40.0,0.03587443946188341
Kadugodi,1430.0,2.0,0.0,3.0,55.0,0.038461538461538464
Electronic City,1563.0,3.0,2.0,3.0,91.84,0.05875879718490083
Koramangala,1290.0,2.0,3.0,2.0,100.0,0.07751937984496124
Uttarahalli,1360.0,2.0,2.0,3.0,47.59,0.03499264705882353
Uttarahalli,1213.0,2.0,2.0,2.0,48.0,0.03957131079967024
Kanakpura Road,1207.0,2.0,2.0,2.0,79.9,0.06619718309859156
Kodichikkanahalli,1070.0,2.0,3.0,2.0,43.0,0.04018691588785047
Hebbal,1662.0,3.0,2.0,3.0,155.0,0.09326113116726835
Electronic City,1200.0,3.0,2.0,3.0,150.0,0.125
Thanisandra,1276.0,2.0,2.0,2.0,75.0,0.05877742946708464
Kanakpura Road,1401.0,3.0,2.0,3.0,69.0,0.04925053533190578
Yelahanka,1590.0,3.0,1.0,3.0,54.0,0.033962264150943396
Kanakpura Road,1297.0,2.0,1.0,2.0,105.0,0.08095605242868158
Hebbal,3067.0,4.0,1.0,4.0,310.0,0.10107597000326052
Whitefield,1720.0,3.0,2.0,3.0,128.0,0.07441860465116279
Electronic City,630.0,1.0,1.0,1.0,46.0,0.07301587301587302
Sarjapur,2400.0,3.0,3.0,4.0,140.0,0.058333333333333334
Yelahanka,2500.0,3.0,1.0,5.0,120.0,0.048
R.T. Nagar,1680.0,3.0,2.0,3.0,72.0,0.04285714285714286
Rachenahalli,1200.0,2.0,2.0,2.0,46.5,0.03875
7th Phase JP Nagar,1370.0,2.0,1.0,3.0,54.79,0.03999270072992701
Thigalarapalya,3362.0,5.0,2.0,4.0,249.0,0.07406305770374777
Bellandur,1830.0,3.0,0.0,3.0,90.0,0.04918032786885246
Bellandur,1049.0,2.0,1.0,2.0,51.0,0.04861773117254528
R.T. Nagar,1560.0,3.0,3.0,3.0,125.0,0.08012820512820513
Somasundara Palya,1571.0,3.0,3.0,3.0,63.0,0.04010184595798854
Ramamurthy Nagar,1110.0,2.0,0.0,2.0,65.0,0.05855855855855856
Kundalahalli,1724.0,3.0,1.0,3.0,146.0,0.08468677494199536
Begur Road,1100.0,2.0,1.0,2.0,71.42,0.06492727272727272
Hennur Road,1482.0,2.0,1.0,3.0,83.73,0.05649797570850203
8th Phase JP Nagar,1296.0,2.0,2.0,3.0,51.83,0.03999228395061728
Hebbal,1349.0,2.0,1.0,2.0,98.0,0.072646404744255
Old Madras Road,1210.0,2.0,1.0,2.0,74.0,0.06115702479338843
Sarjapur  Road,984.0,3.0,2.0,3.0,140.0,0.14227642276422764
Jigani,1221.0,3.0,3.0,3.0,75.0,0.06142506142506143
Thanisandra,1694.0,3.0,1.0,3.0,125.0,0.07378984651711924
Kothanur,1094.0,2.0,2.0,2.0,54.0,0.04936014625228519
Sarjapur  Road,1320.0,2.0,1.0,2.0,100.0,0.07575757575757576
Hulimavu,1011.0,2.0,2.0,2.0,38.0,0.03758654797230465
Hebbal,1040.0,2.0,1.0,2.0,55.0,0.052884615384615384
Basavangudi,1650.0,3.0,3.0,3.0,125.0,0.07575757575757576
Rajaji Nagar,1718.0,3.0,2.0,2.0,288.0,0.16763678696158324
Whitefield,1150.0,2.0,0.0,2.0,55.0,0.04782608695652174
Uttarahalli,1160.0,2.0,2.0,2.0,40.6,0.035
Chandapura,1208.51,3.0,2.0,3.0,42.0,0.034753539482503246
Whitefield,3758.0,3.0,1.0,3.0,300.0,0.07982969664715274
Chandapura,645.0,1.0,1.0,1.0,16.45,0.025503875968992246
Whitefield,1500.0,3.0,1.0,3.0,78.57,0.052379999999999996
7th Phase JP Nagar,1080.0,2.0,2.0,2.0,75.0,0.06944444444444445
Somasundara Palya,1570.0,3.0,3.0,3.0,68.0,0.04331210191082802
